,Unnamed: 0.1,Unnamed: 0,Date,Matchup,Bookmaker,Team,Moneyline Odds,Estimated Win Percentage,Opposing Odds,TEAM_NAME,GAME_DATE,Model Win Prob,WL,Difference,Profit
907,940,940,2023-12-30,Detroit Pistons vs Toronto Raptors,draftkings,Detroit Pistons,154,0.3937007874015748,-185,Detroit Pistons,2023-12-30,0.17724843,1,-0.2164523574015748,-100.0
1917,1986,1986,2024-03-15,Toronto Raptors vs Orlando Magic,draftkings,Orlando Magic,-340,0.7727272727272727,270,Orlando Magic,2024-03-15,0.5563044,1,-0.21642287272727267,-100.0
2106,2182,2182,2024-03-29,Indiana Pacers vs Los Angeles Lakers,draftkings,Indiana Pacers,-155,0.6078431372549019,130,Indiana Pacers,2024-03-29,0.39148667,1,-0.21635646725490193,-100.0
1000,1036,1036,2024-01-05,Denver Nuggets vs Orlando Magic,draftkings,Denver Nuggets,-550,0.8461538461538461,410,Denver Nuggets,2024-01-05,0.63018626,0,-0.21596758615384615,410.0
1577,1633,1633,2024-02-14,Phoenix Suns vs Detroit Pistons,draftkings,Phoenix Suns,-900,0.9,600,Phoenix Suns,2024-02-14,0.6842344,1,-0.2157656,-100.0
1136,1177,1177,2024-01-15,New York Knicks vs Orlando Magic,draftkings,Orlando Magic,230,0.303030303030303,-285,Orlando Magic,2024-01-15,0.5186111,1,0.215580796969697,230.0
2072,2147,2147,2024-03-26,New Orleans Pelicans vs Oklahoma City Thunder,draftkings,Oklahoma City Thunder,-125,0.5555555555555556,105,Oklahoma City Thunder,2024-03-26,0.77094495,1,0.21538939444444438,80.0
1416,1467,1467,2024-02-04,Detroit Pistons vs Orlando Magic,draftkings,Orlando Magic,-258,0.7206703910614525,210,Orlando Magic,2024-02-04,0.5055578,1,-0.21511259106145253,-100.0
449,463,463,2023-11-25,Brooklyn Nets vs Miami Heat,draftkings,Miami Heat,150,0.4,-180,Miami Heat,2023-11-25,0.61500394,0,0.21500394,-100.0
886,918,918,2023-12-29,Washington Wizards vs Brooklyn Nets,draftkings,Brooklyn Nets,-238,0.7041420118343196,195,Brooklyn Nets,2023-12-29,0.48939854,0,-0.21474347183431958,195.0
793,823,823,2023-12-21,Portland Trail Blazers vs Washington Wizards,draftkings,Washington Wizards,136,0.423728813559322,-162,Washington Wizards,2023-12-21,0.20948777,1,-0.21424104355932203,-100.0
1564,1620,1620,2024-02-14,Cleveland Cavaliers vs Chicago Bulls,draftkings,Chicago Bulls,320,0.238095238095238,-410,Chicago Bulls,2024-02-14,0.4521713,0,0.214076061904762,-100.0
131,136,136,2023-11-02,New Orleans Pelicans vs Detroit Pistons,draftkings,Detroit Pistons,240,0.2941176470588235,-298,Detroit Pistons,2023-11-02,0.50807476,0,0.21395711294117647,-100.0
113,117,117,2023-11-01,New York Knicks vs Cleveland Cavaliers,draftkings,New York Knicks,-278,0.7354497354497355,225,New York Knicks,2023-11-01,0.5216342,0,-0.21381553544973542,225.0
2355,2440,2440,2024-04-14,Orlando Magic vs Milwaukee Bucks,draftkings,Milwaukee Bucks,145,0.4081632653061224,-175,Milwaukee Bucks,2024-04-14,0.6218469,0,0.21368363469387758,-100.0
189,195,195,2023-11-06,Miami Heat vs Los Angeles Lakers,draftkings,Miami Heat,-118,0.5412844036697247,-102,Miami Heat,2023-11-06,0.32798067,1,-0.21330373366972477,-100.0
1641,1700,1700,2024-02-25,Washington Wizards vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,-650,0.8666666666666667,470,Cleveland Cavaliers,2024-02-25,0.6536035,1,-0.2130631666666667,-100.0
2110,2187,2187,2024-03-29,Brooklyn Nets vs Chicago Bulls,draftkings,Chicago Bulls,-180,0.6428571428571429,150,Chicago Bulls,2024-03-29,0.4298863,0,-0.2129708428571429,150.0
1166,1208,1208,2024-01-17,New York Knicks vs Houston Rockets,draftkings,Houston Rockets,164,0.3787878787878788,-192,Houston Rockets,2024-01-17,0.5915891,0,0.2128012212121212,-100.0
1570,1626,1626,2024-02-14,New Orleans Pelicans vs Washington Wizards,draftkings,New Orleans Pelicans,-900,0.9,600,New Orleans Pelicans,2024-02-14,0.68737626,1,-0.21262374000000006,-100.0
1127,1168,1168,2024-01-14,Portland Trail Blazers vs Phoenix Suns,draftkings,Phoenix Suns,-575,0.8518518518518519,425,Phoenix Suns,2024-01-14,0.63963616,1,-0.21221569185185185,-100.0
986,1021,1021,2024-01-05,Boston Celtics vs Utah Jazz,draftkings,Utah Jazz,700,0.125,-1100,Utah Jazz,2024-01-05,0.33720306,0,0.21220306,-100.0
1365,1415,1415,2024-01-31,Minnesota Timberwolves vs Dallas Mavericks,draftkings,Minnesota Timberwolves,-1200,0.9230769230769232,750,Minnesota Timberwolves,2024-01-31,0.71090925,1,-0.2121676730769232,-100.0
1481,1535,1535,2024-02-08,Milwaukee Bucks vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,100,0.5,-120,Minnesota Timberwolves,2024-02-08,0.71161455,1,0.21161454999999996,100.0
1849,1916,1916,2024-03-10,Miami Heat vs Washington Wizards,draftkings,Miami Heat,-535,0.84251968503937,400,Miami Heat,2024-03-10,0.6311194,0,-0.21140028503937003,400.0
1788,1852,1852,2024-03-06,Houston Rockets vs Los Angeles Clippers,draftkings,Houston Rockets,205,0.3278688524590163,-250,Houston Rockets,2024-03-06,0.5389559,0,0.21108704754098373,-100.0
867,899,899,2023-12-27,Oklahoma City Thunder vs New York Knicks,draftkings,Oklahoma City Thunder,-142,0.5867768595041323,120,Oklahoma City Thunder,2023-12-27,0.7976292,1,0.21085234049586776,70.4225352112676
1510,1565,1565,2024-02-10,Washington Wizards vs Philadelphia 76ers,draftkings,Washington Wizards,145,0.4081632653061224,-175,Washington Wizards,2024-02-10,0.19758065,0,-0.2105826153061224,57.142857142857146
1338,1387,1387,2024-01-29,Oklahoma City Thunder vs Minnesota Timberwolves,draftkings,Oklahoma City Thunder,-130,0.5652173913043478,110,Oklahoma City Thunder,2024-01-29,0.7753243,0,0.21010690869565218,-100.0
1002,1038,1038,2024-01-05,Phoenix Suns vs Miami Heat,draftkings,Miami Heat,136,0.423728813559322,-162,Miami Heat,2024-01-05,0.6336588,0,0.20992998644067795,-100.0
176,181,181,2023-11-05,Portland Trail Blazers vs Memphis Grizzlies,draftkings,Portland Trail Blazers,120,0.4545454545454545,-142,Portland Trail Blazers,2023-11-05,0.24476005,0,-0.20978540454545447,70.4225352112676
466,481,481,2023-11-26,New York Knicks vs Phoenix Suns,draftkings,Phoenix Suns,124,0.4464285714285714,-148,Phoenix Suns,2023-11-26,0.65600383,1,0.20957525857142856,124.0
125,129,129,2023-11-01,Utah Jazz vs Memphis Grizzlies,draftkings,Utah Jazz,-142,0.5867768595041323,120,Utah Jazz,2023-11-01,0.37722713,1,-0.20954972950413225,-100.0
1398,1449,1449,2024-02-02,Minnesota Timberwolves vs Orlando Magic,draftkings,Orlando Magic,245,0.2898550724637681,-305,Orlando Magic,2024-02-02,0.4990756,1,0.20922052753623188,245.0
2107,2183,2183,2024-03-29,Indiana Pacers vs Los Angeles Lakers,draftkings,Los Angeles Lakers,130,0.4347826086956521,-155,Los Angeles Lakers,2024-03-29,0.64348006,0,0.20869745130434791,-100.0
984,1019,1019,2024-01-05,Indiana Pacers vs Atlanta Hawks,draftkings,Indiana Pacers,-175,0.6363636363636364,145,Indiana Pacers,2024-01-05,0.42770952,1,-0.20865411636363634,-100.0
1601,1659,1659,2024-02-22,Oklahoma City Thunder vs Los Angeles Clippers,draftkings,Oklahoma City Thunder,-130,0.5652173913043478,110,Oklahoma City Thunder,2024-02-22,0.7737701,1,0.20855270869565223,76.92307692307692
1810,1875,1875,2024-03-07,Golden State Warriors vs Chicago Bulls,draftkings,Golden State Warriors,-305,0.7530864197530864,245,Golden State Warriors,2024-03-07,0.5450464,0,-0.2080400197530864,245.0
1778,1842,1842,2024-03-05,Houston Rockets vs San Antonio Spurs,draftkings,Houston Rockets,-305,0.7530864197530864,245,Houston Rockets,2024-03-05,0.54544973,1,-0.20763668975308647,-100.0
1911,1980,1980,2024-03-14,Portland Trail Blazers vs New York Knicks,draftkings,New York Knicks,-520,0.8387096774193549,390,New York Knicks,2024-03-14,0.63173497,1,-0.20697470741935486,-100.0
1704,1765,1765,2024-02-29,New York Knicks vs Golden State Warriors,draftkings,New York Knicks,145,0.4081632653061224,-175,New York Knicks,2024-02-29,0.615012,0,0.2068487346938776,-100.0
834,865,865,2023-12-25,Denver Nuggets vs Golden State Warriors,draftkings,Golden State Warriors,220,0.3125,-270,Golden State Warriors,2023-12-25,0.51930696,0,0.20680695999999998,-100.0
1350,1399,1399,2024-01-30,Atlanta Hawks vs Los Angeles Lakers,draftkings,Los Angeles Lakers,160,0.3846153846153846,-192,Los Angeles Lakers,2024-01-30,0.5911839,0,0.2065685153846154,-100.0
1459,1512,1512,2024-02-07,Washington Wizards vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,-600,0.8571428571428571,440,Cleveland Cavaliers,2024-02-07,0.6509129,1,-0.20622995714285708,-100.0
1558,1614,1614,2024-02-14,Philadelphia 76ers vs Miami Heat,draftkings,Miami Heat,136,0.423728813559322,-162,Miami Heat,2024-02-14,0.6290203,1,0.20529148644067796,136.0
585,604,604,2023-12-06,Houston Rockets vs Oklahoma City Thunder,draftkings,Houston Rockets,114,0.4672897196261682,-135,Houston Rockets,2023-12-06,0.67236125,1,0.2050715303738318,114.0
841,872,872,2023-12-26,Detroit Pistons vs Brooklyn Nets,draftkings,Brooklyn Nets,-258,0.7206703910614525,210,Brooklyn Nets,2023-12-26,0.51585364,1,-0.20481675106145247,-100.0
1714,1775,1775,2024-03-01,Philadelphia 76ers vs Charlotte Hornets,draftkings,Philadelphia 76ers,-650,0.8666666666666667,470,Philadelphia 76ers,2024-03-01,0.66211,1,-0.20455666666666672,-100.0
105,109,109,2023-11-01,Detroit Pistons vs Portland Trail Blazers,draftkings,Portland Trail Blazers,140,0.4166666666666667,-166,Portland Trail Blazers,2023-11-01,0.21231458,1,-0.20435208666666668,-100.0
87,90,90,2023-10-30,Memphis Grizzlies vs Dallas Mavericks,draftkings,Dallas Mavericks,-142,0.5867768595041323,120,Dallas Mavericks,2023-10-30,0.7903845,1,0.20360764049586777,70.4225352112676
544,563,563,2023-12-02,Brooklyn Nets vs Orlando Magic,draftkings,Orlando Magic,120,0.4545454545454545,-142,Orlando Magic,2023-12-02,0.6581316,0,0.20358614545454556,-100.0
1493,1547,1547,2024-02-09,Toronto Raptors vs Houston Rockets,draftkings,Toronto Raptors,-135,0.574468085106383,114,Toronto Raptors,2024-02-09,0.3710394,1,-0.203428685106383,-100.0
737,765,765,2023-12-18,Miami Heat vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,-115,0.5348837209302325,-105,Minnesota Timberwolves,2023-12-18,0.7382951,1,0.20341137906976747,86.95652173913044
978,1013,1013,2024-01-03,Sacramento Kings vs Orlando Magic,draftkings,Sacramento Kings,-198,0.6644295302013423,164,Sacramento Kings,2024-01-03,0.46107724,1,-0.20335229020134232,-100.0
913,946,946,2023-12-30,Minnesota Timberwolves vs Los Angeles Lakers,draftkings,Los Angeles Lakers,142,0.4132231404958678,-170,Los Angeles Lakers,2023-12-30,0.6165424,0,0.20331925950413227,-100.0
2005,2077,2077,2024-03-21,Dallas Mavericks vs Utah Jazz,draftkings,Utah Jazz,650,0.1333333333333333,-1000,Utah Jazz,2024-03-21,0.33660743,0,0.20327409666666668,-100.0
477,492,492,2023-11-27,Philadelphia 76ers vs Los Angeles Lakers,draftkings,Los Angeles Lakers,160,0.3846153846153846,-192,Los Angeles Lakers,2023-11-27,0.5875701,0,0.2029547153846154,-100.0
1358,1407,1407,2024-01-31,Charlotte Hornets vs Chicago Bulls,draftkings,Chicago Bulls,-162,0.6183206106870229,136,Chicago Bulls,2024-01-31,0.41554582,1,-0.20277479068702292,-100.0
2278,2360,2360,2024-04-09,Minnesota Timberwolves vs Washington Wizards,draftkings,Minnesota Timberwolves,-1600,0.9411764705882352,900,Minnesota Timberwolves,2024-04-09,0.738415,1,-0.20276147058823513,-100.0
823,854,854,2023-12-23,Oklahoma City Thunder vs Los Angeles Lakers,draftkings,Los Angeles Lakers,145,0.4081632653061224,-175,Los Angeles Lakers,2023-12-23,0.61083937,1,0.2026761046938776,145.0
2087,2163,2163,2024-03-27,Chicago Bulls vs Indiana Pacers,draftkings,Indiana Pacers,-142,0.5867768595041323,120,Indiana Pacers,2024-03-27,0.38425598,0,-0.20252087950413228,120.0
1131,1172,1172,2024-01-15,Dallas Mavericks vs New Orleans Pelicans,draftkings,Dallas Mavericks,142,0.4132231404958678,-170,Dallas Mavericks,2024-01-15,0.6157189,1,0.20249575950413218,142.0
1282,1328,1328,2024-01-26,Charlotte Hornets vs Houston Rockets,draftkings,Charlotte Hornets,180,0.3571428571428571,-218,Charlotte Hornets,2024-01-26,0.1548336,0,-0.2023092571428571,45.87155963302752
1649,1708,1708,2024-02-25,Houston Rockets vs Oklahoma City Thunder,draftkings,Houston Rockets,195,0.3389830508474576,-238,Houston Rockets,2024-02-25,0.5410192,0,0.20203614915254242,-100.0
519,536,536,2023-11-30,San Antonio Spurs vs Atlanta Hawks,draftkings,Atlanta Hawks,-305,0.7530864197530864,245,Atlanta Hawks,2023-11-30,0.5511314,1,-0.20195501975308638,-100.0
138,143,143,2023-11-03,Indiana Pacers vs Cleveland Cavaliers,draftkings,Indiana Pacers,124,0.4464285714285714,-148,Indiana Pacers,2023-11-03,0.24451087,1,-0.2019177014285714,-100.0
1008,1044,1044,2024-01-05,Sacramento Kings vs Toronto Raptors,draftkings,Sacramento Kings,-205,0.6721311475409836,170,Sacramento Kings,2024-01-05,0.4703457,1,-0.2017854475409836,-100.0
1512,1567,1567,2024-02-10,Atlanta Hawks vs Houston Rockets,draftkings,Houston Rockets,164,0.3787878787878788,-198,Houston Rockets,2024-02-10,0.5802969,0,0.20150902121212122,-100.0
1637,1696,1696,2024-02-25,Phoenix Suns vs Los Angeles Lakers,draftkings,Los Angeles Lakers,145,0.4081632653061224,-175,Los Angeles Lakers,2024-02-25,0.609663,0,0.20149973469387755,-100.0
2006,2078,2078,2024-03-21,Denver Nuggets vs New York Knicks,draftkings,Denver Nuggets,-410,0.803921568627451,320,Denver Nuggets,2024-03-21,0.6026654,1,-0.201256168627451,-100.0
2283,2365,2365,2024-04-09,Utah Jazz vs Denver Nuggets,draftkings,Utah Jazz,850,0.1052631578947368,-1450,Utah Jazz,2024-04-09,0.30645478,0,0.2011916221052632,-100.0
351,362,362,2023-11-18,Milwaukee Bucks vs Dallas Mavericks,draftkings,Dallas Mavericks,120,0.4545454545454545,-142,Dallas Mavericks,2023-11-18,0.6555927,0,0.20104724545454555,-100.0
516,533,533,2023-11-30,New York Knicks vs Detroit Pistons,draftkings,New York Knicks,-850,0.8947368421052632,575,New York Knicks,2023-11-30,0.69373095,1,-0.2010058921052632,-100.0
1973,2044,2044,2024-03-19,Washington Wizards vs Houston Rockets,draftkings,Houston Rockets,-395,0.797979797979798,310,Houston Rockets,2024-03-19,0.5970189,1,-0.200960897979798,-100.0
1791,1856,1856,2024-03-06,Utah Jazz vs Chicago Bulls,draftkings,Chicago Bulls,-180,0.6428571428571429,150,Chicago Bulls,2024-03-06,0.44207525,1,-0.20078189285714293,-100.0
1767,1831,1831,2024-03-05,Charlotte Hornets vs Orlando Magic,draftkings,Orlando Magic,-355,0.7802197802197802,280,Orlando Magic,2024-03-05,0.5798389,1,-0.20038088021978018,-100.0
1758,1822,1822,2024-03-04,Minnesota Timberwolves vs Portland Trail Blazers,draftkings,Minnesota Timberwolves,-1350,0.9310344827586208,800,Minnesota Timberwolves,2024-03-04,0.73123264,1,-0.19980184275862078,-100.0
1694,1754,1754,2024-02-28,Denver Nuggets vs Sacramento Kings,draftkings,Denver Nuggets,-345,0.7752808988764045,275,Denver Nuggets,2024-02-28,0.575595,1,-0.19968589887640453,-100.0
1822,1887,1887,2024-03-08,Memphis Grizzlies vs Atlanta Hawks,draftkings,Memphis Grizzlies,124,0.4464285714285714,-148,Memphis Grizzlies,2024-03-08,0.2469272,0,-0.19950137142857138,67.56756756756756
2089,2165,2165,2024-03-27,Minnesota Timberwolves vs Detroit Pistons,draftkings,Minnesota Timberwolves,-1350,0.9310344827586208,800,Minnesota Timberwolves,2024-03-27,0.7315409,1,-0.19949358275862072,-100.0
2363,2448,2448,2024-04-14,Golden State Warriors vs Utah Jazz,draftkings,Golden State Warriors,-340,0.7727272727272727,270,Golden State Warriors,2024-04-14,0.5735003,1,-0.19922697272727274,-100.0
1405,1456,1456,2024-02-03,Atlanta Hawks vs Golden State Warriors,draftkings,Atlanta Hawks,-142,0.5867768595041323,120,Atlanta Hawks,2024-02-03,0.38756514,1,-0.1992117195041323,-100.0
2167,2245,2245,2024-04-02,Miami Heat vs New York Knicks,draftkings,New York Knicks,124,0.4464285714285714,-148,New York Knicks,2024-04-02,0.64556015,0,0.1991315785714286,-100.0
1940,2010,2010,2024-03-16,Sacramento Kings vs New York Knicks,draftkings,New York Knicks,130,0.4347826086956521,-155,New York Knicks,2024-03-16,0.6338558,1,0.19907319130434786,130.0
1164,1206,1206,2024-01-17,Cleveland Cavaliers vs Milwaukee Bucks,draftkings,Cleveland Cavaliers,145,0.4081632653061224,-175,Cleveland Cavaliers,2024-01-17,0.60716426,1,0.1990009946938776,145.0
1711,1772,1772,2024-02-29,Los Angeles Lakers vs Washington Wizards,draftkings,Los Angeles Lakers,-425,0.8095238095238095,330,Los Angeles Lakers,2024-02-29,0.61070013,1,-0.19882367952380953,-100.0
565,584,584,2023-12-04,Sacramento Kings vs New Orleans Pelicans,draftkings,New Orleans Pelicans,142,0.4132231404958678,-170,New Orleans Pelicans,2023-12-04,0.6117787,1,0.19855555950413223,142.0
1012,1048,1048,2024-01-06,Washington Wizards vs New York Knicks,draftkings,New York Knicks,-355,0.7802197802197802,280,New York Knicks,2024-01-06,0.581938,1,-0.19828178021978027,-100.0
1617,1676,1676,2024-02-23,New Orleans Pelicans vs Miami Heat,draftkings,Miami Heat,130,0.4347826086956521,-155,Miami Heat,2024-02-23,0.6330193,1,0.19823669130434785,130.0
1818,1883,1883,2024-03-08,Cleveland Cavaliers vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,-110,0.5238095238095238,-110,Minnesota Timberwolves,2024-03-08,0.7220168,0,0.19820727619047618,-100.0
870,902,902,2023-12-28,Boston Celtics vs Detroit Pistons,draftkings,Boston Celtics,-1450,0.935483870967742,1100,Boston Celtics,2023-12-28,0.73746026,1,-0.19802361096774201,-100.0
549,568,568,2023-12-02,Milwaukee Bucks vs Atlanta Hawks,draftkings,Atlanta Hawks,220,0.3125,-270,Atlanta Hawks,2023-12-02,0.5103179,0,0.1978179,-100.0
1885,1953,1953,2024-03-13,Orlando Magic vs Brooklyn Nets,draftkings,Orlando Magic,-290,0.7435897435897436,235,Orlando Magic,2024-03-13,0.54586774,1,-0.19772200358974357,-100.0
2038,2112,2112,2024-03-24,Miami Heat vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,145,0.4081632653061224,-175,Cleveland Cavaliers,2024-03-24,0.60574186,0,0.19757859469387756,-100.0
2204,2283,2283,2024-04-04,Houston Rockets vs Golden State Warriors,draftkings,Houston Rockets,150,0.4,-180,Houston Rockets,2024-04-04,0.5975466,0,0.19754660000000002,-100.0
784,813,813,2023-12-21,Chicago Bulls vs San Antonio Spurs,draftkings,San Antonio Spurs,154,0.3937007874015748,-185,San Antonio Spurs,2023-12-21,0.19639032,0,-0.19731046740157482,54.054054054054056
1417,1468,1468,2024-02-04,Washington Wizards vs Phoenix Suns,draftkings,Phoenix Suns,-625,0.8620689655172413,455,Phoenix Suns,2024-02-04,0.6647992,1,-0.1972697655172413,-100.0
2160,2238,2238,2024-04-01,New Orleans Pelicans vs Phoenix Suns,draftkings,New Orleans Pelicans,-105,0.5121951219512195,-115,New Orleans Pelicans,2024-04-01,0.7094153,0,0.19722017804878045,-100.0
150,155,155,2023-11-03,Portland Trail Blazers vs Memphis Grizzlies,draftkings,Portland Trail Blazers,124,0.4464285714285714,-148,Portland Trail Blazers,2023-11-03,0.24921224,1,-0.1972163314285714,-100.0
2312,2396,2396,2024-04-11,Sacramento Kings vs New Orleans Pelicans,draftkings,New Orleans Pelicans,-105,0.5121951219512195,-115,New Orleans Pelicans,2024-04-11,0.7093204,1,0.19712527804878044,95.23809523809524
1926,1996,1996,2024-03-16,New Orleans Pelicans vs Portland Trail Blazers,draftkings,New Orleans Pelicans,-1000,0.9090909090909092,650,New Orleans Pelicans,2024-03-16,0.71205103,1,-0.19703987909090914,-100.0
1905,1974,1974,2024-03-14,Houston Rockets vs Washington Wizards,draftkings,Houston Rockets,-325,0.7647058823529411,260,Houston Rockets,2024-03-14,0.56767476,1,-0.19703112235294118,-100.0
596,616,616,2023-12-08,Philadelphia 76ers vs Atlanta Hawks,draftkings,Atlanta Hawks,260,0.2777777777777778,-325,Atlanta Hawks,2023-12-08,0.47456044,0,0.19678266222222218,-100.0
1590,1647,1647,2024-02-22,Toronto Raptors vs Brooklyn Nets,draftkings,Toronto Raptors,-130,0.5652173913043478,105,Toronto Raptors,2024-02-22,0.36864153,1,-0.1965758613043478,-100.0
237,244,244,2023-11-10,Houston Rockets vs New Orleans Pelicans,draftkings,Houston Rockets,-130,0.5652173913043478,110,Houston Rockets,2023-11-10,0.7617291,1,0.19651170869565227,76.92307692307692
38,39,39,2023-10-27,Boston Celtics vs Miami Heat,draftkings,Miami Heat,250,0.2857142857142857,-310,Miami Heat,2023-10-27,0.48207298,0,0.19635869428571429,-100.0
220,227,227,2023-11-08,Memphis Grizzlies vs Miami Heat,draftkings,Miami Heat,-135,0.574468085106383,114,Miami Heat,2023-11-08,0.37813413,1,-0.19633395510638302,-100.0
749,777,777,2023-12-18,Los Angeles Lakers vs New York Knicks,draftkings,New York Knicks,160,0.3846153846153846,-192,New York Knicks,2023-12-18,0.580861,1,0.19624561538461538,160.0
1174,1218,1218,2024-01-18,Toronto Raptors vs Chicago Bulls,draftkings,Chicago Bulls,-142,0.5867768595041323,120,Chicago Bulls,2024-01-18,0.39072502,1,-0.1960518395041323,-100.0
1941,2011,2011,2024-03-16,Sacramento Kings vs New York Knicks,draftkings,Sacramento Kings,-155,0.6078431372549019,130,Sacramento Kings,2024-03-16,0.41179857,0,-0.19604456725490194,130.0
1977,2048,2048,2024-03-19,San Antonio Spurs vs Dallas Mavericks,draftkings,Dallas Mavericks,-355,0.7802197802197802,280,Dallas Mavericks,2024-03-19,0.5842232,1,-0.19599658021978017,-100.0
507,523,523,2023-11-29,New Orleans Pelicans vs Philadelphia 76ers,draftkings,Philadelphia 76ers,-122,0.5495495495495496,102,Philadelphia 76ers,2023-11-29,0.74526197,0,0.19571242045045045,-100.0
2229,2310,2310,2024-04-06,Los Angeles Lakers vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,170,0.3703703703703703,-205,Cleveland Cavaliers,2024-04-06,0.56589556,0,0.19552518962962967,-100.0
1025,1061,1061,2024-01-07,Sacramento Kings vs New Orleans Pelicans,draftkings,Sacramento Kings,-148,0.5967741935483871,124,Sacramento Kings,2024-01-07,0.4013022,0,-0.19547199354838712,124.0
1744,1807,1807,2024-03-03,Minnesota Timberwolves vs Los Angeles Clippers,draftkings,Minnesota Timberwolves,-115,0.5348837209302325,-105,Minnesota Timberwolves,2024-03-03,0.72998667,0,0.19510294906976744,-100.0
560,579,579,2023-12-02,Sacramento Kings vs Denver Nuggets,draftkings,Sacramento Kings,-142,0.5867768595041323,120,Sacramento Kings,2023-12-02,0.39213,1,-0.1946468595041323,-100.0
684,709,709,2023-12-14,Portland Trail Blazers vs Utah Jazz,draftkings,Utah Jazz,114,0.4672897196261682,-135,Utah Jazz,2023-12-14,0.27293003,1,-0.19435968962616823,-100.0
2321,2405,2405,2024-04-12,New York Knicks vs Brooklyn Nets,draftkings,New York Knicks,-535,0.84251968503937,400,New York Knicks,2024-04-12,0.64824635,1,-0.19427333503937005,-100.0
1490,1544,1544,2024-02-09,Boston Celtics vs Washington Wizards,draftkings,Boston Celtics,-1800,0.9473684210526316,1000,Boston Celtics,2024-02-09,0.75345397,1,-0.1939144510526316,-100.0
571,590,590,2023-12-06,Cleveland Cavaliers vs Orlando Magic,draftkings,Cleveland Cavaliers,-185,0.6491228070175439,154,Cleveland Cavaliers,2023-12-06,0.45522505,1,-0.19389775701754386,-100.0
923,956,956,2023-12-31,Oklahoma City Thunder vs Brooklyn Nets,draftkings,Brooklyn Nets,260,0.2777777777777778,-325,Brooklyn Nets,2023-12-31,0.47163892,0,0.19386114222222223,-100.0
1799,1864,1864,2024-03-07,Detroit Pistons vs Brooklyn Nets,draftkings,Brooklyn Nets,-130,0.5652173913043478,110,Brooklyn Nets,2024-03-07,0.3716478,0,-0.1935695913043478,110.0
1162,1204,1204,2024-01-17,Boston Celtics vs San Antonio Spurs,draftkings,Boston Celtics,-1600,0.9411764705882352,900,Boston Celtics,2024-01-17,0.74769783,1,-0.19347864058823516,-100.0
1470,1524,1524,2024-02-08,Indiana Pacers vs Golden State Warriors,draftkings,Golden State Warriors,205,0.3278688524590163,-250,Golden State Warriors,2024-02-08,0.52128613,1,0.1934172775409837,205.0
2149,2227,2227,2024-03-31,Sacramento Kings vs Utah Jazz,draftkings,Utah Jazz,675,0.1290322580645161,-1050,Utah Jazz,2024-03-31,0.32217124,0,0.19313898193548393,-100.0
1340,1389,1389,2024-01-29,San Antonio Spurs vs Washington Wizards,draftkings,Washington Wizards,150,0.4,-180,Washington Wizards,2024-01-29,0.20707938,1,-0.19292062000000001,-100.0
497,513,513,2023-11-28,Sacramento Kings vs Golden State Warriors,draftkings,Sacramento Kings,-148,0.5967741935483871,124,Sacramento Kings,2023-11-28,0.4041634,1,-0.19261079354838712,-100.0
1696,1757,1757,2024-02-28,Los Angeles Clippers vs Los Angeles Lakers,draftkings,Los Angeles Lakers,140,0.4166666666666667,-166,Los Angeles Lakers,2024-02-28,0.6090613,1,0.19239463333333334,140.0
1098,1138,1138,2024-01-12,Minnesota Timberwolves vs Portland Trail Blazers,draftkings,Minnesota Timberwolves,-750,0.8823529411764706,625,Minnesota Timberwolves,2024-01-12,0.69020164,1,-0.1921513011764706,-100.0
1071,1109,1109,2024-01-10,Golden State Warriors vs New Orleans Pelicans,draftkings,New Orleans Pelicans,-110,0.5238095238095238,-110,New Orleans Pelicans,2024-01-10,0.7157552,1,0.1919456761904762,90.9090909090909
864,896,896,2023-12-27,Houston Rockets vs Phoenix Suns,draftkings,Houston Rockets,110,0.4761904761904761,-130,Houston Rockets,2023-12-27,0.6680913,0,0.19190082380952395,-100.0
1183,1227,1227,2024-01-18,Minnesota Timberwolves vs Memphis Grizzlies,draftkings,Minnesota Timberwolves,-850,0.8947368421052632,575,Minnesota Timberwolves,2024-01-18,0.7028731,1,-0.19186374210526314,-100.0
362,373,373,2023-11-19,Indiana Pacers vs Orlando Magic,draftkings,Orlando Magic,164,0.3787878787878788,-198,Orlando Magic,2023-11-19,0.57062364,1,0.1918357612121212,164.0
1588,1645,1645,2024-02-22,Cleveland Cavaliers vs Orlando Magic,draftkings,Orlando Magic,215,0.3174603174603174,-265,Orlando Magic,2024-02-22,0.5091407,1,0.19168038253968261,215.0
693,719,719,2023-12-15,Toronto Raptors vs Atlanta Hawks,draftkings,Toronto Raptors,-135,0.574468085106383,114,Toronto Raptors,2023-12-15,0.3829413,0,-0.19152678510638305,114.0
486,502,502,2023-11-28,Boston Celtics vs Chicago Bulls,draftkings,Boston Celtics,-950,0.9047619047619048,625,Boston Celtics,2023-11-28,0.7133204,1,-0.1914415047619048,-100.0
