,Unnamed: 0.1,Unnamed: 0,Date,Matchup,Bookmaker,Team,Moneyline Odds,Estimated Win Percentage,Opposing Odds,TEAM_NAME,GAME_DATE,Model Win Prob,WL,Difference,Profit
1361,1411,1411,2024-01-31,Washington Wizards vs Los Angeles Clippers,draftkings,Washington Wizards,500,0.1666666666666666,-700,Washington Wizards,2024-01-31,0.20281206,0,0.03614539333333339,-100.0
990,1025,1025,2024-01-05,Cleveland Cavaliers vs Washington Wizards,draftkings,Washington Wizards,380,0.2083333333333333,-500,Washington Wizards,2024-01-05,0.17236768,0,-0.03596565333333329,20.0
1727,1788,1788,2024-03-01,Chicago Bulls vs Milwaukee Bucks,draftkings,Chicago Bulls,145,0.4081632653061224,-175,Chicago Bulls,2024-03-01,0.44407216,0,0.03590889469387759,-100.0
1768,1832,1832,2024-03-05,New York Knicks vs Atlanta Hawks,draftkings,Atlanta Hawks,130,0.4347826086956521,-155,Atlanta Hawks,2024-03-05,0.39893568,1,-0.03584692869565209,-100.0
1621,1680,1680,2024-02-23,Golden State Warriors vs Charlotte Hornets,draftkings,Charlotte Hornets,625,0.1379310344827586,-950,Charlotte Hornets,2024-02-23,0.17369528,0,0.035764245517241416,-100.0
1960,2031,2031,2024-03-18,Philadelphia 76ers vs Miami Heat,draftkings,Philadelphia 76ers,-142,0.5867768595041323,120,Philadelphia 76ers,2024-03-18,0.6225002,1,0.03572334049586767,70.4225352112676
319,329,329,2023-11-15,Portland Trail Blazers vs Cleveland Cavaliers,draftkings,Portland Trail Blazers,340,0.2272727272727272,-440,Portland Trail Blazers,2023-11-15,0.19162415,0,-0.03564857727272722,22.727272727272727
1406,1457,1457,2024-02-03,Atlanta Hawks vs Golden State Warriors,draftkings,Golden State Warriors,120,0.4545454545454545,-142,Golden State Warriors,2024-02-03,0.49004748,0,0.035502025454545505,-100.0
1790,1855,1855,2024-03-06,Philadelphia 76ers vs Memphis Grizzlies,draftkings,Philadelphia 76ers,-218,0.6855345911949685,180,Philadelphia 76ers,2024-03-06,0.6501363,0,-0.03539829119496851,180.0
1450,1503,1503,2024-02-06,Miami Heat vs Orlando Magic,draftkings,Orlando Magic,130,0.4347826086956521,-155,Orlando Magic,2024-02-06,0.47016677,0,0.035384161304347905,-100.0
1933,2003,2003,2024-03-16,Chicago Bulls vs Washington Wizards,draftkings,Washington Wizards,370,0.2127659574468085,-485,Washington Wizards,2024-03-16,0.17741086,0,-0.03535509744680851,20.61855670103093
1279,1325,1325,2024-01-25,Los Angeles Lakers vs Chicago Bulls,draftkings,Los Angeles Lakers,-185,0.6491228070175439,154,Los Angeles Lakers,2024-01-25,0.61389446,1,-0.03522834701754385,-100.0
1402,1453,1453,2024-02-02,Denver Nuggets vs Portland Trail Blazers,draftkings,Portland Trail Blazers,500,0.1666666666666666,-700,Portland Trail Blazers,2024-02-02,0.20175421,0,0.03508754333333339,-100.0
529,547,547,2023-12-01,Orlando Magic vs Washington Wizards,draftkings,Washington Wizards,440,0.1851851851851851,-600,Washington Wizards,2023-12-01,0.22026524,0,0.03508005481481491,-100.0
278,287,287,2023-11-13,Toronto Raptors vs Washington Wizards,draftkings,Washington Wizards,340,0.2272727272727272,-440,Washington Wizards,2023-11-13,0.26229253,0,0.035019802727272814,-100.0
146,151,151,2023-11-03,Miami Heat vs Washington Wizards,draftkings,Washington Wizards,340,0.2272727272727272,-440,Washington Wizards,2023-11-03,0.26229122,0,0.03501849272727278,-100.0
1254,1300,1300,2024-01-24,Miami Heat vs Memphis Grizzlies,draftkings,Memphis Grizzlies,340,0.2272727272727272,-440,Memphis Grizzlies,2024-01-24,0.26223046,1,0.03495773272727279,340.0
2253,2335,2335,2024-04-07,San Antonio Spurs vs Philadelphia 76ers,draftkings,San Antonio Spurs,215,0.3174603174603174,-265,San Antonio Spurs,2024-04-07,0.28252614,0,-0.034934177460317406,37.735849056603776
1779,1843,1843,2024-03-05,Houston Rockets vs San Antonio Spurs,draftkings,San Antonio Spurs,245,0.2898550724637681,-305,San Antonio Spurs,2024-03-05,0.2549686,0,-0.03488647246376814,32.78688524590164
1792,1857,1857,2024-03-06,Utah Jazz vs Chicago Bulls,draftkings,Utah Jazz,150,0.4,-180,Utah Jazz,2024-03-06,0.3651682,0,-0.034831800000000024,55.55555555555556
868,900,900,2023-12-27,Dallas Mavericks vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,150,0.4,-180,Cleveland Cavaliers,2023-12-27,0.4345703,1,0.0345703,150.0
2301,2384,2384,2024-04-10,Denver Nuggets vs Minnesota Timberwolves,draftkings,Denver Nuggets,-218,0.6855345911949685,180,Denver Nuggets,2024-04-10,0.6510226,1,-0.034511991194968505,-100.0
552,571,571,2023-12-02,Chicago Bulls vs New Orleans Pelicans,draftkings,New Orleans Pelicans,-175,0.6363636363636364,145,New Orleans Pelicans,2023-12-02,0.60205394,0,-0.034309696363636344,145.0
339,349,349,2023-11-17,New Orleans Pelicans vs Denver Nuggets,draftkings,New Orleans Pelicans,145,0.4081632653061224,-175,New Orleans Pelicans,2023-11-17,0.3740601,1,-0.034103165306122396,-100.0
1774,1838,1838,2024-03-05,Miami Heat vs Detroit Pistons,draftkings,Detroit Pistons,470,0.175438596491228,-650,Detroit Pistons,2024-03-05,0.20937398,0,0.03393538350877198,-100.0
760,788,788,2023-12-20,Indiana Pacers vs Charlotte Hornets,draftkings,Charlotte Hornets,370,0.2127659574468085,-485,Charlotte Hornets,2023-12-20,0.17883644,0,-0.0339295174468085,20.61855670103093
210,217,217,2023-11-08,Chicago Bulls vs Phoenix Suns,draftkings,Phoenix Suns,-108,0.5192307692307693,-112,Phoenix Suns,2023-11-08,0.5531447,1,0.03391393076923077,92.5925925925926
1246,1291,1291,2024-01-23,New Orleans Pelicans vs Utah Jazz,draftkings,Utah Jazz,180,0.3571428571428571,-218,Utah Jazz,2024-01-23,0.39089942,0,0.0337565628571429,-100.0
1635,1694,1694,2024-02-25,Philadelphia 76ers vs Milwaukee Bucks,draftkings,Milwaukee Bucks,-218,0.6855345911949685,180,Milwaukee Bucks,2024-02-25,0.65186346,1,-0.03367113119496856,-100.0
640,663,663,2023-12-11,New Orleans Pelicans vs Minnesota Timberwolves,draftkings,New Orleans Pelicans,-148,0.5967741935483871,124,New Orleans Pelicans,2023-12-11,0.5631138,1,-0.033660393548387124,-100.0
606,626,626,2023-12-08,Miami Heat vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,-115,0.5348837209302325,-105,Cleveland Cavaliers,2023-12-08,0.5013338,1,-0.03354992093023246,-100.0
285,294,294,2023-11-14,Detroit Pistons vs Atlanta Hawks,draftkings,Atlanta Hawks,-185,0.6491228070175439,154,Atlanta Hawks,2023-11-14,0.6159607,1,-0.03316210701754385,-100.0
1452,1505,1505,2024-02-06,Chicago Bulls vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,-205,0.6721311475409836,170,Minnesota Timberwolves,2024-02-06,0.7051436,0,0.033012452459016406,-100.0
1544,1600,1600,2024-02-13,Brooklyn Nets vs Boston Celtics,draftkings,Boston Celtics,-360,0.782608695652174,285,Boston Celtics,2024-02-13,0.7498923,1,-0.03271639565217399,-100.0
1311,1359,1359,2024-01-27,San Antonio Spurs vs Minnesota Timberwolves,draftkings,San Antonio Spurs,360,0.217391304347826,-470,San Antonio Spurs,2024-01-27,0.25008693,1,0.03269562565217399,360.0
260,269,269,2023-11-12,Los Angeles Clippers vs Memphis Grizzlies,draftkings,Memphis Grizzlies,295,0.2531645569620253,-375,Memphis Grizzlies,2023-11-12,0.28567025,1,0.03250569303797474,295.0
1935,2005,2005,2024-03-16,Memphis Grizzlies vs Oklahoma City Thunder,draftkings,Oklahoma City Thunder,-425,0.8095238095238095,330,Oklahoma City Thunder,2024-03-16,0.7772468,1,-0.03227700952380952,-100.0
1078,1117,1117,2024-01-11,Milwaukee Bucks vs Boston Celtics,draftkings,Milwaukee Bucks,-245,0.7101449275362319,210,Milwaukee Bucks,2024-01-11,0.67803264,1,-0.032112287536231965,-100.0
1379,1429,1429,2024-02-01,New York Knicks vs Indiana Pacers,draftkings,New York Knicks,-162,0.6183206106870229,136,New York Knicks,2024-02-01,0.65042496,1,0.03210434931297712,61.72839506172839
751,779,779,2023-12-18,Sacramento Kings vs Washington Wizards,draftkings,Washington Wizards,490,0.1694915254237288,-675,Washington Wizards,2023-12-18,0.20151338,0,0.032021854576271186,-100.0
190,196,196,2023-11-06,Oklahoma City Thunder vs Atlanta Hawks,draftkings,Atlanta Hawks,-166,0.6240601503759399,140,Atlanta Hawks,2023-11-06,0.6558347,0,0.03177454962406012,-100.0
739,767,767,2023-12-18,Atlanta Hawks vs Detroit Pistons,draftkings,Detroit Pistons,410,0.196078431372549,-550,Detroit Pistons,2023-12-18,0.1643166,0,-0.03176183137254898,18.181818181818183
164,169,169,2023-11-04,Minnesota Timberwolves vs Utah Jazz,draftkings,Utah Jazz,235,0.2985074626865671,-290,Utah Jazz,2023-11-04,0.26680169,0,-0.0317057726865671,34.48275862068966
2227,2307,2307,2024-04-05,Phoenix Suns vs Minnesota Timberwolves,draftkings,Phoenix Suns,-170,0.6296296296296297,142,Phoenix Suns,2024-04-05,0.66130114,1,0.031671510370370304,58.8235294117647
165,170,170,2023-11-04,Denver Nuggets vs Chicago Bulls,draftkings,Chicago Bulls,310,0.2439024390243902,-395,Chicago Bulls,2023-11-04,0.21225986,0,-0.031642579024390216,25.31645569620253
152,157,157,2023-11-04,Philadelphia 76ers vs Phoenix Suns,draftkings,Phoenix Suns,136,0.423728813559322,-162,Phoenix Suns,2023-11-04,0.45537087,0,0.03164205644067797,-100.0
2158,2236,2236,2024-04-01,Chicago Bulls vs Atlanta Hawks,draftkings,Atlanta Hawks,124,0.4464285714285714,-148,Atlanta Hawks,2024-04-01,0.4148768,1,-0.03155177142857141,-100.0
763,791,791,2023-12-20,Cleveland Cavaliers vs Utah Jazz,draftkings,Utah Jazz,215,0.3174603174603174,-265,Utah Jazz,2023-12-20,0.2859166,0,-0.031543717460317366,37.735849056603776
1963,2034,2034,2024-03-18,Utah Jazz vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,-310,0.7560975609756098,250,Minnesota Timberwolves,2024-03-18,0.72473025,1,-0.03136731097560974,-100.0
1770,1834,1834,2024-03-05,Cleveland Cavaliers vs Boston Celtics,draftkings,Boston Celtics,-325,0.7647058823529411,260,Boston Celtics,2024-03-05,0.79606825,0,0.03136236764705891,-100.0
1658,1718,1718,2024-02-26,New York Knicks vs Detroit Pistons,draftkings,Detroit Pistons,455,0.1801801801801801,-625,Detroit Pistons,2024-02-26,0.21148427,0,0.031304089819819914,-100.0
742,770,770,2023-12-18,Oklahoma City Thunder vs Memphis Grizzlies,draftkings,Memphis Grizzlies,410,0.196078431372549,-550,Memphis Grizzlies,2023-12-18,0.22730184,0,0.031223408627451016,-100.0
1647,1706,1706,2024-02-25,Golden State Warriors vs Denver Nuggets,draftkings,Denver Nuggets,-112,0.5283018867924528,-108,Denver Nuggets,2024-02-25,0.5594708,1,0.031168913207547222,89.28571428571429
1848,1915,1915,2024-03-10,Orlando Magic vs Indiana Pacers,draftkings,Orlando Magic,-130,0.5652173913043478,110,Orlando Magic,2024-03-10,0.5341109,0,-0.031106491304347728,110.0
1435,1487,1487,2024-02-05,Cleveland Cavaliers vs Sacramento Kings,draftkings,Sacramento Kings,164,0.3787878787878788,-198,Sacramento Kings,2024-02-05,0.409839,0,0.031051121212121224,-100.0
2092,2168,2168,2024-03-27,Memphis Grizzlies vs Los Angeles Lakers,draftkings,Los Angeles Lakers,-166,0.6240601503759399,140,Los Angeles Lakers,2024-03-27,0.65507627,1,0.031016119624060146,60.24096385542169
884,916,916,2023-12-28,Los Angeles Lakers vs Charlotte Hornets,draftkings,Charlotte Hornets,575,0.1481481481481481,-850,Charlotte Hornets,2023-12-28,0.17911832,0,0.030970171851851885,-100.0
1728,1789,1789,2024-03-01,Chicago Bulls vs Milwaukee Bucks,draftkings,Milwaukee Bucks,-175,0.6363636363636364,145,Milwaukee Bucks,2024-03-01,0.6672443,1,0.03088066363636366,57.142857142857146
555,574,574,2023-12-02,Phoenix Suns vs Memphis Grizzlies,draftkings,Memphis Grizzlies,350,0.2222222222222222,-455,Memphis Grizzlies,2023-12-02,0.25301298,0,0.03079075777777779,-100.0
1747,1810,1810,2024-03-03,Orlando Magic vs Detroit Pistons,draftkings,Detroit Pistons,455,0.1801801801801801,-625,Detroit Pistons,2024-03-03,0.21077405,0,0.030593869819819902,-100.0
218,225,225,2023-11-08,Minnesota Timberwolves vs New Orleans Pelicans,draftkings,New Orleans Pelicans,235,0.2985074626865671,-290,New Orleans Pelicans,2023-11-08,0.26821414,0,-0.030293322686567092,34.48275862068966
1568,1624,1624,2024-02-14,Memphis Grizzlies vs Houston Rockets,draftkings,Houston Rockets,-155,0.6078431372549019,130,Houston Rockets,2024-02-14,0.5775887,0,-0.030254437254901956,130.0
803,833,833,2023-12-22,Golden State Warriors vs Washington Wizards,draftkings,Washington Wizards,455,0.1801801801801801,-625,Washington Wizards,2023-12-22,0.21043159,0,0.030251409819819913,-100.0
675,700,700,2023-12-14,Miami Heat vs Chicago Bulls,draftkings,Chicago Bulls,170,0.3703703703703703,-205,Chicago Bulls,2023-12-14,0.34022823,1,-0.030142140370370274,-100.0
1949,2019,2019,2024-03-17,Washington Wizards vs Boston Celtics,draftkings,Washington Wizards,390,0.2040816326530612,-520,Washington Wizards,2024-03-17,0.17410384,0,-0.02997779265306119,19.23076923076923
951,985,985,2024-01-02,Memphis Grizzlies vs San Antonio Spurs,draftkings,San Antonio Spurs,500,0.1666666666666666,-700,San Antonio Spurs,2024-01-02,0.19655496,0,0.0298882933333334,-100.0
611,631,631,2023-12-08,Memphis Grizzlies vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,-245,0.7101449275362319,200,Minnesota Timberwolves,2023-12-08,0.74002504,1,0.029880112463768094,40.816326530612244
1426,1478,1478,2024-02-04,Oklahoma City Thunder vs Toronto Raptors,draftkings,Oklahoma City Thunder,-425,0.8095238095238095,330,Oklahoma City Thunder,2024-02-04,0.7796944,1,-0.029829409523809525,-100.0
653,677,677,2023-12-12,Phoenix Suns vs Golden State Warriors,draftkings,Phoenix Suns,-155,0.6078431372549019,130,Phoenix Suns,2023-12-12,0.63765156,1,0.029808422745098095,64.51612903225806
30,31,31,2023-10-26,Los Angeles Lakers vs Phoenix Suns,draftkings,Phoenix Suns,180,0.3571428571428571,-218,Phoenix Suns,2023-10-26,0.386934,0,0.029791142857142905,-100.0
2077,2152,2152,2024-03-27,Charlotte Hornets vs Cleveland Cavaliers,draftkings,Charlotte Hornets,400,0.2,-535,Charlotte Hornets,2024-03-27,0.17025313,1,-0.02974687000000001,-100.0
70,72,72,2023-10-29,Houston Rockets vs Golden State Warriors,draftkings,Golden State Warriors,-185,0.6491228070175439,154,Golden State Warriors,2023-10-29,0.61943454,1,-0.0296882670175439,-100.0
408,420,420,2023-11-22,Boston Celtics vs Milwaukee Bucks,draftkings,Boston Celtics,-225,0.6923076923076923,185,Boston Celtics,2023-11-22,0.72186553,1,0.029557837692307687,44.44444444444444
1862,1929,1929,2024-03-11,Cleveland Cavaliers vs Phoenix Suns,draftkings,Phoenix Suns,-230,0.696969696969697,190,Phoenix Suns,2024-03-11,0.6674216,1,-0.02954809696969707,-100.0
1445,1498,1498,2024-02-06,Brooklyn Nets vs Dallas Mavericks,draftkings,Brooklyn Nets,124,0.4464285714285714,-148,Brooklyn Nets,2024-02-06,0.41699842,0,-0.029430151428571416,67.56756756756756
2129,2206,2206,2024-03-30,Atlanta Hawks vs Milwaukee Bucks,draftkings,Atlanta Hawks,164,0.3787878787878788,-198,Atlanta Hawks,2024-03-30,0.40798634,0,0.02919846121212122,-100.0
1320,1368,1368,2024-01-28,Orlando Magic vs Phoenix Suns,draftkings,Orlando Magic,110,0.4761904761904761,-130,Orlando Magic,2024-01-28,0.5053098,1,0.029119323809523923,110.0
1245,1290,1290,2024-01-23,New Orleans Pelicans vs Utah Jazz,draftkings,New Orleans Pelicans,-218,0.6855345911949685,180,New Orleans Pelicans,2024-01-23,0.71462035,1,0.029085758805031503,45.87155963302752
2295,2378,2378,2024-04-10,Miami Heat vs Dallas Mavericks,draftkings,Dallas Mavericks,-198,0.6644295302013423,164,Dallas Mavericks,2024-04-10,0.635478,1,-0.028951530201342335,-100.0
2212,2292,2292,2024-04-05,Boston Celtics vs Sacramento Kings,draftkings,Boston Celtics,-500,0.8333333333333334,380,Boston Celtics,2024-04-05,0.8044113,1,-0.02892203333333332,-100.0
104,108,108,2023-11-01,Detroit Pistons vs Portland Trail Blazers,draftkings,Detroit Pistons,-166,0.6240601503759399,140,Detroit Pistons,2023-11-01,0.5951717,0,-0.0288884503759399,140.0
1051,1089,1089,2024-01-09,New York Knicks vs Portland Trail Blazers,draftkings,Portland Trail Blazers,455,0.1801801801801801,-625,Portland Trail Blazers,2024-01-09,0.20904775,0,0.028867569819819916,-100.0
299,308,308,2023-11-14,Denver Nuggets vs Los Angeles Clippers,draftkings,Denver Nuggets,-238,0.7041420118343196,195,Denver Nuggets,2023-11-14,0.73288065,1,0.028738638165680452,42.016806722689076
1634,1693,1693,2024-02-24,Minnesota Timberwolves vs Brooklyn Nets,draftkings,Minnesota Timberwolves,-310,0.7560975609756098,250,Minnesota Timberwolves,2024-02-24,0.72737944,1,-0.028718120975609773,-100.0
368,379,379,2023-11-19,Memphis Grizzlies vs Boston Celtics,draftkings,Memphis Grizzlies,245,0.2898550724637681,-305,Memphis Grizzlies,2023-11-19,0.2611527,0,-0.02870237246376811,32.78688524590164
2323,2407,2407,2024-04-12,Cleveland Cavaliers vs Indiana Pacers,draftkings,Indiana Pacers,136,0.423728813559322,-162,Indiana Pacers,2024-04-12,0.39510292,0,-0.02862589355932199,61.72839506172839
926,959,959,2023-12-31,Memphis Grizzlies vs Sacramento Kings,draftkings,Sacramento Kings,105,0.4878048780487805,-125,Sacramento Kings,2023-12-31,0.45922112,1,-0.028583758048780494,-100.0
748,776,776,2023-12-18,Los Angeles Lakers vs New York Knicks,draftkings,Los Angeles Lakers,-192,0.6575342465753424,160,Los Angeles Lakers,2023-12-18,0.62895286,0,-0.028581386575342482,160.0
1141,1182,1182,2024-01-15,Cleveland Cavaliers vs Chicago Bulls,draftkings,Chicago Bulls,140,0.4166666666666667,-166,Chicago Bulls,2024-01-15,0.3882226,0,-0.028444066666666712,60.24096385542169
2201,2280,2280,2024-04-04,New York Knicks vs Sacramento Kings,draftkings,New York Knicks,-162,0.6183206106870229,130,New York Knicks,2024-04-04,0.64673924,1,0.028418629312977117,61.72839506172839
1688,1748,1748,2024-02-28,Toronto Raptors vs Dallas Mavericks,draftkings,Dallas Mavericks,-162,0.6183206106870229,136,Dallas Mavericks,2024-02-28,0.59005284,1,-0.02826777068702291,-100.0
704,730,730,2023-12-16,Charlotte Hornets vs Philadelphia 76ers,draftkings,Charlotte Hornets,320,0.238095238095238,-410,Charlotte Hornets,2023-12-16,0.20987538,0,-0.028219858095238,24.390243902439025
444,457,457,2023-11-24,Golden State Warriors vs San Antonio Spurs,draftkings,San Antonio Spurs,380,0.2083333333333333,-500,San Antonio Spurs,2023-11-24,0.1803265,0,-0.028006833333333286,20.0
1396,1447,1447,2024-02-02,Houston Rockets vs Toronto Raptors,draftkings,Toronto Raptors,185,0.3508771929824561,-225,Toronto Raptors,2024-02-02,0.37871855,0,0.027841357017543866,-100.0
1494,1548,1548,2024-02-09,Milwaukee Bucks vs Charlotte Hornets,draftkings,Charlotte Hornets,750,0.1176470588235294,-1200,Charlotte Hornets,2024-02-09,0.14548321,0,0.027836151176470605,-100.0
1387,1438,1438,2024-02-02,Atlanta Hawks vs Phoenix Suns,draftkings,Atlanta Hawks,145,0.4081632653061224,-175,Atlanta Hawks,2024-02-02,0.38042313,1,-0.027740135306122404,-100.0
1227,1272,1272,2024-01-22,Detroit Pistons vs Milwaukee Bucks,draftkings,Detroit Pistons,550,0.1538461538461538,-800,Detroit Pistons,2024-01-22,0.18134323,0,0.027497076153846195,-100.0
326,336,336,2023-11-17,Washington Wizards vs New York Knicks,draftkings,New York Knicks,-278,0.7354497354497355,225,New York Knicks,2023-11-17,0.70795643,1,-0.027493305449735495,-100.0
732,759,759,2023-12-18,Philadelphia 76ers vs Chicago Bulls,draftkings,Philadelphia 76ers,-550,0.8461538461538461,410,Philadelphia 76ers,2023-12-18,0.8186788,0,-0.027475046153846105,410.0
708,734,734,2023-12-16,Miami Heat vs Chicago Bulls,draftkings,Chicago Bulls,170,0.3703703703703703,-205,Chicago Bulls,2023-12-16,0.34294224,0,-0.027428130370370285,48.78048780487805
406,418,418,2023-11-22,Atlanta Hawks vs Brooklyn Nets,draftkings,Atlanta Hawks,-180,0.6428571428571429,150,Atlanta Hawks,2023-11-22,0.6154506,1,-0.027406542857142946,-100.0
254,262,262,2023-11-11,Golden State Warriors vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,145,0.4081632653061224,-175,Cleveland Cavaliers,2023-11-11,0.38076255,1,-0.027400715306122425,-100.0
1797,1862,1862,2024-03-06,Los Angeles Lakers vs Sacramento Kings,draftkings,Los Angeles Lakers,-175,0.6363636363636364,145,Los Angeles Lakers,2024-03-06,0.6090367,0,-0.027326936363636367,145.0
1992,2063,2063,2024-03-20,Golden State Warriors vs Memphis Grizzlies,draftkings,Memphis Grizzlies,360,0.217391304347826,-485,Memphis Grizzlies,2024-03-20,0.24458532,0,0.027194015652173997,-100.0
1930,2000,2000,2024-03-16,Philadelphia 76ers vs Charlotte Hornets,draftkings,Charlotte Hornets,380,0.2083333333333333,-500,Charlotte Hornets,2024-03-16,0.18123816,0,-0.027095173333333278,20.0
1153,1194,1194,2024-01-16,Phoenix Suns vs Sacramento Kings,draftkings,Phoenix Suns,-205,0.6721311475409836,170,Phoenix Suns,2024-01-16,0.6452258,1,-0.026905347540983615,-100.0
371,382,382,2023-11-19,Portland Trail Blazers vs Oklahoma City Thunder,draftkings,Oklahoma City Thunder,-310,0.7560975609756098,250,Oklahoma City Thunder,2023-11-19,0.7829076,1,0.026810039024390275,32.25806451612903
1403,1454,1454,2024-02-03,Philadelphia 76ers vs Brooklyn Nets,draftkings,Brooklyn Nets,145,0.4081632653061224,-175,Brooklyn Nets,2024-02-03,0.43470946,1,0.02654619469387759,145.0
631,654,654,2023-12-11,New York Knicks vs Toronto Raptors,draftkings,New York Knicks,-175,0.6363636363636364,145,New York Knicks,2023-12-11,0.6098483,1,-0.026515336363636344,-100.0
2277,2359,2359,2024-04-09,Houston Rockets vs Orlando Magic,draftkings,Orlando Magic,-135,0.574468085106383,114,Orlando Magic,2024-04-09,0.6009016,0,0.026433514893617005,-100.0
233,240,240,2023-11-10,Detroit Pistons vs Philadelphia 76ers,draftkings,Detroit Pistons,270,0.2702702702702703,-340,Detroit Pistons,2023-11-10,0.29655868,0,0.026288409729729734,-100.0
476,491,491,2023-11-27,Indiana Pacers vs Portland Trail Blazers,draftkings,Portland Trail Blazers,550,0.1538461538461538,-800,Portland Trail Blazers,2023-11-27,0.18000592,1,0.026159766153846215,550.0
1095,1135,1135,2024-01-12,Memphis Grizzlies vs Los Angeles Clippers,draftkings,Memphis Grizzlies,235,0.2985074626865671,-290,Memphis Grizzlies,2024-01-12,0.2724996,0,-0.026007862686567074,34.48275862068966
199,205,205,2023-11-06,Denver Nuggets vs New Orleans Pelicans,draftkings,New Orleans Pelicans,195,0.3389830508474576,-238,New Orleans Pelicans,2023-11-06,0.3132197,0,-0.025763350847457622,42.016806722689076
2196,2275,2275,2024-04-03,Phoenix Suns vs Cleveland Cavaliers,draftkings,Phoenix Suns,-218,0.6855345911949685,180,Phoenix Suns,2024-04-03,0.65993327,1,-0.025601321194968496,-100.0
1165,1207,1207,2024-01-17,Cleveland Cavaliers vs Milwaukee Bucks,draftkings,Milwaukee Bucks,-175,0.6363636363636364,145,Milwaukee Bucks,2024-01-17,0.66194385,0,0.025580213636363647,-100.0
136,141,141,2023-11-02,Phoenix Suns vs San Antonio Spurs,draftkings,San Antonio Spurs,270,0.2702702702702703,-340,San Antonio Spurs,2023-11-02,0.29553992,1,0.025269649729729726,270.0
253,261,261,2023-11-11,Atlanta Hawks vs Miami Heat,draftkings,Miami Heat,154,0.3937007874015748,-185,Miami Heat,2023-11-11,0.41895515,1,0.025254362598425173,154.0
2122,2199,2199,2024-03-29,Utah Jazz vs Houston Rockets,draftkings,Utah Jazz,230,0.303030303030303,-285,Utah Jazz,2024-03-29,0.32797593,0,0.024945626969697043,-100.0
324,334,334,2023-11-17,Charlotte Hornets vs Milwaukee Bucks,draftkings,Charlotte Hornets,260,0.2777777777777778,-325,Charlotte Hornets,2023-11-17,0.25294498,0,-0.024832797777777804,30.76923076923077
920,953,953,2023-12-31,New Orleans Pelicans vs Los Angeles Lakers,draftkings,New Orleans Pelicans,-225,0.6923076923076923,185,New Orleans Pelicans,2023-12-31,0.6675266,1,-0.02478109230769232,-100.0
1017,1053,1053,2024-01-06,Houston Rockets vs Milwaukee Bucks,draftkings,Milwaukee Bucks,-230,0.696969696969697,190,Milwaukee Bucks,2024-01-06,0.67221594,0,-0.02475375696969706,190.0
1781,1845,1845,2024-03-05,Dallas Mavericks vs Indiana Pacers,draftkings,Indiana Pacers,154,0.3937007874015748,-185,Indiana Pacers,2024-03-05,0.3689982,1,-0.024702587401574827,-100.0
1209,1253,1253,2024-01-20,Chicago Bulls vs Memphis Grizzlies,draftkings,Memphis Grizzlies,260,0.2777777777777778,-325,Memphis Grizzlies,2024-01-20,0.25315818,0,-0.02461959777777778,30.76923076923077
1717,1778,1778,2024-03-01,Boston Celtics vs Dallas Mavericks,draftkings,Boston Celtics,-425,0.8095238095238095,330,Boston Celtics,2024-03-01,0.78496706,1,-0.024556749523809485,-100.0
1749,1812,1812,2024-03-03,Cleveland Cavaliers vs New York Knicks,draftkings,Cleveland Cavaliers,-205,0.6721311475409836,170,Cleveland Cavaliers,2024-03-03,0.64770854,0,-0.024422607540983576,170.0
112,116,116,2023-11-01,New York Knicks vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,225,0.3076923076923077,-278,Cleveland Cavaliers,2023-11-01,0.28332534,1,-0.02436696769230773,-100.0
1449,1502,1502,2024-02-06,Miami Heat vs Orlando Magic,draftkings,Miami Heat,-155,0.6078431372549019,130,Miami Heat,2024-02-06,0.58455634,1,-0.023286797254901903,-100.0
1525,1580,1580,2024-02-12,Charlotte Hornets vs Indiana Pacers,draftkings,Charlotte Hornets,455,0.1801801801801801,-625,Charlotte Hornets,2024-02-12,0.15692827,1,-0.02325191018018008,-100.0
117,121,121,2023-11-01,Boston Celtics vs Indiana Pacers,draftkings,Indiana Pacers,455,0.1801801801801801,-625,Indiana Pacers,2023-11-01,0.20338063,0,0.02320044981981992,-100.0
1554,1610,1610,2024-02-13,Los Angeles Lakers vs Detroit Pistons,draftkings,Detroit Pistons,425,0.1904761904761904,-575,Detroit Pistons,2024-02-13,0.21331464,0,0.02283844952380959,-100.0
2177,2255,2255,2024-04-02,Golden State Warriors vs Dallas Mavericks,draftkings,Golden State Warriors,-112,0.5283018867924528,-108,Golden State Warriors,2024-04-02,0.5509305,1,0.022628613207547166,89.28571428571429
537,555,555,2023-12-01,New Orleans Pelicans vs San Antonio Spurs,draftkings,San Antonio Spurs,525,0.16,-750,San Antonio Spurs,2023-12-01,0.18260421,0,0.022604209999999986,-100.0
980,1015,1015,2024-01-04,San Antonio Spurs vs Milwaukee Bucks,draftkings,San Antonio Spurs,350,0.2222222222222222,-455,San Antonio Spurs,2024-01-04,0.19970466,0,-0.022517562222222204,21.978021978021978
