,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,Model Win Prob
14746,1610612737,ATL,Atlanta Hawks,22500327,2025-12-03,ATL vs. LAC,0,0.6805719
14747,1610612742,DAL,Dallas Mavericks,22500332,2025-12-03,DAL vs. MIA,1,0.36436537
14750,1610612753,ORL,Orlando Magic,22500326,2025-12-03,ORL vs. SAS,0,0.5832793
14751,1610612754,IND,Indiana Pacers,22500325,2025-12-03,IND vs. DEN,0,0.27479187
14756,1610612741,CHI,Chicago Bulls,22500329,2025-12-03,CHI vs. BKN,0,0.7623164
14757,1610612745,HOU,Houston Rockets,22500330,2025-12-03,HOU vs. SAC,1,0.82047194
14760,1610612752,NYK,New York Knicks,22500328,2025-12-03,NYK vs. CHA,1,0.7740766
14762,1610612739,CLE,Cleveland Cavaliers,22500324,2025-12-03,CLE vs. POR,0,0.76929265
14763,1610612749,MIL,Milwaukee Bucks,22500331,2025-12-03,MIL vs. DET,1,0.5720121
14766,1610612751,BKN,Brooklyn Nets,22500335,2025-12-04,BKN vs. UTA,0,0.48059192
14767,1610612761,TOR,Toronto Raptors,22500336,2025-12-04,TOR vs. LAL,0,0.54309046
14769,1610612755,PHI,Philadelphia 76ers,22500333,2025-12-04,PHI vs. GSW,1,0.6806187
14771,1610612764,WAS,Washington Wizards,22500334,2025-12-04,WAS vs. BOS,0,0.2557367
14773,1610612740,NOP,New Orleans Pelicans,22500337,2025-12-04,NOP vs. MIN,0,0.38318813
14774,1610612753,ORL,Orlando Magic,22500339,2025-12-05,ORL vs. MIA,1,0.5399316
14777,1610612761,TOR,Toronto Raptors,22500344,2025-12-05,TOR vs. CHA,0,0.7738167
14779,1610612752,NYK,New York Knicks,22500343,2025-12-05,NYK vs. UTA,1,0.83238655
14781,1610612739,CLE,Cleveland Cavaliers,22500341,2025-12-05,CLE vs. SAS,1,0.54976666
14784,1610612763,MEM,Memphis Grizzlies,22500347,2025-12-05,MEM vs. LAC,1,0.6225024
14785,1610612737,ATL,Atlanta Hawks,22500340,2025-12-05,ATL vs. DEN,0,0.47389215
14787,1610612749,MIL,Milwaukee Bucks,22500348,2025-12-05,MIL vs. PHI,0,0.6398992
14790,1610612738,BOS,Boston Celtics,22500338,2025-12-05,BOS vs. LAL,1,0.6837471
14791,1610612741,CHI,Chicago Bulls,22500345,2025-12-05,CHI vs. IND,0,0.6584735
14792,1610612760,OKC,Oklahoma City Thunder,22500349,2025-12-05,OKC vs. DAL,1,0.78569335
14795,1610612745,HOU,Houston Rockets,22500346,2025-12-05,HOU vs. PHX,1,0.7900234
14797,1610612765,DET,Detroit Pistons,22500342,2025-12-05,DET vs. POR,1,0.7978093
14798,1610612764,WAS,Washington Wizards,22500351,2025-12-06,WAS vs. ATL,0,0.28729
14799,1610612765,DET,Detroit Pistons,22500353,2025-12-06,DET vs. MIL,1,0.6857524
14801,1610612739,CLE,Cleveland Cavaliers,22500352,2025-12-06,CLE vs. GSW,0,0.7226701
14802,1610612748,MIA,Miami Heat,22500354,2025-12-06,MIA vs. SAC,0,0.76756495
14804,1610612750,MIN,Minnesota Timberwolves,22500355,2025-12-06,MIN vs. LAC,1,0.70043796
14809,1610612742,DAL,Dallas Mavericks,22500356,2025-12-06,DAL vs. HOU,1,0.49475485
14810,1610612751,BKN,Brooklyn Nets,22500350,2025-12-06,BKN vs. NOP,1,0.49889553
14813,1610612761,TOR,Toronto Raptors,22500358,2025-12-07,TOR vs. BOS,0,0.46215004
14815,1610612741,CHI,Chicago Bulls,22500361,2025-12-07,CHI vs. GSW,0,0.6128371
14816,1610612755,PHI,Philadelphia 76ers,22500362,2025-12-07,PHI vs. LAL,0,0.47754702
14817,1610612762,UTA,Utah Jazz,22500363,2025-12-07,UTA vs. OKC,0,0.2561028
14819,1610612763,MEM,Memphis Grizzlies,22500360,2025-12-07,MEM vs. POR,1,0.69324213
14822,1610612766,CHA,Charlotte Hornets,22500359,2025-12-07,CHA vs. DEN,0,0.30450028
14824,1610612752,NYK,New York Knicks,22500357,2025-12-07,NYK vs. ORL,1,0.68585455
14828,1610612754,IND,Indiana Pacers,22500364,2025-12-08,IND vs. SAC,1,0.5186995
14829,1610612750,MIN,Minnesota Timberwolves,22500365,2025-12-08,MIN vs. PHX,0,0.73840696
14831,1610612740,NOP,New Orleans Pelicans,22500366,2025-12-08,NOP vs. SAS,0,0.3181601
14832,1610612761,TOR,Toronto Raptors,22501202,2025-12-09,TOR vs. NYK,0,0.5206499
14835,1610612753,ORL,Orlando Magic,22501201,2025-12-09,ORL vs. MIA,1,0.5258125
14836,1610612760,OKC,Oklahoma City Thunder,22501203,2025-12-10,OKC vs. PHX,1,0.8002366
14839,1610612747,LAL,Los Angeles Lakers,22501204,2025-12-10,LAL vs. SAS,0,0.6635334
14841,1610612745,HOU,Houston Rockets,22501205,2025-12-11,HOU vs. LAC,1,0.7670821
14843,1610612749,MIL,Milwaukee Bucks,22501206,2025-12-11,MIL vs. BOS,1,0.41823182
14845,1610612758,SAC,Sacramento Kings,22501208,2025-12-11,SAC vs. DEN,0,0.2746268
14847,1610612740,NOP,New Orleans Pelicans,22501207,2025-12-11,NOP vs. POR,1,0.5437054
14848,1610612755,PHI,Philadelphia 76ers,22501211,2025-12-12,PHI vs. IND,1,0.7233029
14849,1610612765,DET,Detroit Pistons,22501210,2025-12-12,DET vs. ATL,1,0.7090007
14851,1610612764,WAS,Washington Wizards,22501212,2025-12-12,WAS vs. CLE,0,0.24854334
14852,1610612763,MEM,Memphis Grizzlies,22501213,2025-12-12,MEM vs. UTA,0,0.77365506
14856,1610612742,DAL,Dallas Mavericks,22501214,2025-12-12,DAL vs. BKN,1,0.7035992
14857,1610612766,CHA,Charlotte Hornets,22501209,2025-12-12,CHA vs. CHI,0,0.42834017
14861,1610612744,GSW,Golden State Warriors,22501215,2025-12-12,GSW vs. MIN,0,0.5923522
14866,1610612756,PHX,Phoenix Suns,22501228,2025-12-14,PHX vs. LAL,0,0.54907537
14867,1610612739,CLE,Cleveland Cavaliers,22501218,2025-12-14,CLE vs. CHA,0,0.71675855
14869,1610612750,MIN,Minnesota Timberwolves,22501220,2025-12-14,MIN vs. SAC,1,0.7717135
14871,1610612741,CHI,Chicago Bulls,22501223,2025-12-14,CHI vs. NOP,0,0.74751997
14873,1610612757,POR,Portland Trail Blazers,22501221,2025-12-14,POR vs. GSW,1,0.41958174
14876,1610612737,ATL,Atlanta Hawks,22501217,2025-12-14,ATL vs. PHI,1,0.62754095
14877,1610612751,BKN,Brooklyn Nets,22501219,2025-12-14,BKN vs. MIL,1,0.3447604
14878,1610612754,IND,Indiana Pacers,22501216,2025-12-14,IND vs. WAS,0,0.61520004
