,Unnamed: 0,Date,Matchup,Bookmaker,Team,Moneyline Odds,Estimated Win Percentage,Opposing Odds
407,407,2023-11-21T12:00:00Z,Atlanta Hawks vs Indiana Pacers,draftkings,Indiana Pacers,140,0.4166666666666667,-166
408,408,2023-11-21T12:00:00Z,Phoenix Suns vs Portland Trail Blazers,draftkings,Phoenix Suns,-900,0.9,600
409,409,2023-11-21T12:00:00Z,Phoenix Suns vs Portland Trail Blazers,draftkings,Portland Trail Blazers,600,0.14285714285714285,-900
410,410,2023-11-21T12:00:00Z,Los Angeles Lakers vs Utah Jazz,draftkings,Los Angeles Lakers,-325,0.7647058823529411,260
411,411,2023-11-21T12:00:00Z,Los Angeles Lakers vs Utah Jazz,draftkings,Utah Jazz,260,0.2777777777777778,-325
412,412,2023-11-22T12:00:00Z,Charlotte Hornets vs Washington Wizards,draftkings,Charlotte Hornets,-180,0.6428571428571429,150
413,413,2023-11-22T12:00:00Z,Charlotte Hornets vs Washington Wizards,draftkings,Washington Wizards,150,0.4,-180
414,414,2023-11-22T12:00:00Z,Orlando Magic vs Denver Nuggets,draftkings,Denver Nuggets,-175,0.6363636363636364,145
415,415,2023-11-22T12:00:00Z,Orlando Magic vs Denver Nuggets,draftkings,Orlando Magic,145,0.40816326530612246,-175
416,416,2023-11-22T12:00:00Z,Cleveland Cavaliers vs Miami Heat,draftkings,Cleveland Cavaliers,110,0.47619047619047616,-130
417,417,2023-11-22T12:00:00Z,Cleveland Cavaliers vs Miami Heat,draftkings,Miami Heat,-130,0.5652173913043478,110
418,418,2023-11-22T12:00:00Z,Atlanta Hawks vs Brooklyn Nets,draftkings,Atlanta Hawks,-180,0.6428571428571429,150
419,419,2023-11-22T12:00:00Z,Atlanta Hawks vs Brooklyn Nets,draftkings,Brooklyn Nets,150,0.4,-180
420,420,2023-11-22T12:00:00Z,Boston Celtics vs Milwaukee Bucks,draftkings,Boston Celtics,-225,0.6923076923076923,185
421,421,2023-11-22T12:00:00Z,Boston Celtics vs Milwaukee Bucks,draftkings,Milwaukee Bucks,185,0.3508771929824561,-225
422,422,2023-11-22T12:00:00Z,Indiana Pacers vs Toronto Raptors,draftkings,Indiana Pacers,-166,0.6240601503759399,140
423,423,2023-11-22T12:00:00Z,Indiana Pacers vs Toronto Raptors,draftkings,Toronto Raptors,140,0.4166666666666667,-166
424,424,2023-11-22T12:00:00Z,Oklahoma City Thunder vs Chicago Bulls,draftkings,Chicago Bulls,235,0.29850746268656714,-290
425,425,2023-11-22T12:00:00Z,Oklahoma City Thunder vs Chicago Bulls,draftkings,Oklahoma City Thunder,-290,0.7435897435897436,235
426,426,2023-11-22T12:00:00Z,Houston Rockets vs Memphis Grizzlies,draftkings,Houston Rockets,-218,0.6855345911949685,180
427,427,2023-11-22T12:00:00Z,Houston Rockets vs Memphis Grizzlies,draftkings,Memphis Grizzlies,180,0.35714285714285715,-218
428,428,2023-11-22T12:00:00Z,San Antonio Spurs vs Los Angeles Clippers,draftkings,Los Angeles Clippers,-395,0.797979797979798,310
429,429,2023-11-22T12:00:00Z,San Antonio Spurs vs Los Angeles Clippers,draftkings,San Antonio Spurs,310,0.24390243902439024,-395
430,430,2023-11-22T12:00:00Z,Minnesota Timberwolves vs Philadelphia 76ers,draftkings,Minnesota Timberwolves,-218,0.6855345911949685,180
431,431,2023-11-22T12:00:00Z,Minnesota Timberwolves vs Philadelphia 76ers,draftkings,Philadelphia 76ers,180,0.35714285714285715,-218
432,432,2023-11-22T12:00:00Z,New Orleans Pelicans vs Sacramento Kings,draftkings,New Orleans Pelicans,105,0.4878048780487805,-125
433,433,2023-11-22T12:00:00Z,New Orleans Pelicans vs Sacramento Kings,draftkings,Sacramento Kings,-125,0.5555555555555556,105
434,434,2023-11-22T12:00:00Z,Phoenix Suns vs Golden State Warriors,draftkings,Golden State Warriors,114,0.4672897196261682,-135
435,435,2023-11-22T12:00:00Z,Phoenix Suns vs Golden State Warriors,draftkings,Phoenix Suns,-135,0.574468085106383,114
436,436,2023-11-22T12:00:00Z,Portland Trail Blazers vs Utah Jazz,draftkings,Portland Trail Blazers,124,0.44642857142857145,-148
437,437,2023-11-22T12:00:00Z,Portland Trail Blazers vs Utah Jazz,draftkings,Utah Jazz,-148,0.5967741935483871,124
438,438,2023-11-22T12:00:00Z,Los Angeles Lakers vs Dallas Mavericks,draftkings,Dallas Mavericks,-125,0.5555555555555556,105
439,439,2023-11-22T12:00:00Z,Los Angeles Lakers vs Dallas Mavericks,draftkings,Los Angeles Lakers,105,0.4878048780487805,-125
440,440,2023-11-24T12:00:00Z,Orlando Magic vs Boston Celtics,draftkings,Boston Celtics,-205,0.6721311475409836,170
441,441,2023-11-24T12:00:00Z,Orlando Magic vs Boston Celtics,draftkings,Orlando Magic,170,0.37037037037037035,-205
442,442,2023-11-24T12:00:00Z,Memphis Grizzlies vs Phoenix Suns,draftkings,Memphis Grizzlies,245,0.2898550724637681,-305
443,443,2023-11-24T12:00:00Z,Memphis Grizzlies vs Phoenix Suns,draftkings,Phoenix Suns,-305,0.7530864197530864,245
444,444,2023-11-24T12:00:00Z,Toronto Raptors vs Chicago Bulls,draftkings,Chicago Bulls,170,0.37037037037037035,-205
445,445,2023-11-24T12:00:00Z,Toronto Raptors vs Chicago Bulls,draftkings,Toronto Raptors,-205,0.6721311475409836,170
446,446,2023-11-24T12:00:00Z,New York Knicks vs Miami Heat,draftkings,Miami Heat,180,0.35714285714285715,-218
447,447,2023-11-24T12:00:00Z,New York Knicks vs Miami Heat,draftkings,New York Knicks,-218,0.6855345911949685,180
448,448,2023-11-24T12:00:00Z,Houston Rockets vs Denver Nuggets,draftkings,Denver Nuggets,-155,0.6078431372549019,130
449,449,2023-11-24T12:00:00Z,Houston Rockets vs Denver Nuggets,draftkings,Houston Rockets,130,0.43478260869565216,-155
450,450,2023-11-24T12:00:00Z,Indiana Pacers vs Detroit Pistons,draftkings,Detroit Pistons,280,0.2631578947368421,-355
451,451,2023-11-24T12:00:00Z,Indiana Pacers vs Detroit Pistons,draftkings,Indiana Pacers,-355,0.7802197802197802,280
452,452,2023-11-24T12:00:00Z,Milwaukee Bucks vs Washington Wizards,draftkings,Milwaukee Bucks,-950,0.9047619047619048,625
453,453,2023-11-24T12:00:00Z,Milwaukee Bucks vs Washington Wizards,draftkings,Washington Wizards,625,0.13793103448275862,-950
454,454,2023-11-24T12:00:00Z,Minnesota Timberwolves vs Sacramento Kings,draftkings,Minnesota Timberwolves,-180,0.6428571428571429,150
455,455,2023-11-24T12:00:00Z,Minnesota Timberwolves vs Sacramento Kings,draftkings,Sacramento Kings,150,0.4,-180
456,456,2023-11-24T12:00:00Z,Golden State Warriors vs San Antonio Spurs,draftkings,Golden State Warriors,-500,0.8333333333333334,380
457,457,2023-11-24T12:00:00Z,Golden State Warriors vs San Antonio Spurs,draftkings,San Antonio Spurs,380,0.20833333333333334,-500
458,458,2023-11-24T12:00:00Z,Los Angeles Clippers vs New Orleans Pelicans,draftkings,Los Angeles Clippers,-225,0.6923076923076923,185
459,459,2023-11-24T12:00:00Z,Los Angeles Clippers vs New Orleans Pelicans,draftkings,New Orleans Pelicans,185,0.3508771929824561,-225
460,460,2023-11-25T12:00:00Z,Oklahoma City Thunder vs Philadelphia 76ers,draftkings,Oklahoma City Thunder,100,0.5,-120
461,461,2023-11-25T12:00:00Z,Oklahoma City Thunder vs Philadelphia 76ers,draftkings,Philadelphia 76ers,-120,0.5454545454545454,100
462,462,2023-11-25T12:00:00Z,Brooklyn Nets vs Miami Heat,draftkings,Brooklyn Nets,-180,0.6428571428571429,150
463,463,2023-11-25T12:00:00Z,Brooklyn Nets vs Miami Heat,draftkings,Miami Heat,150,0.4,-180
464,464,2023-11-25T12:00:00Z,Washington Wizards vs Atlanta Hawks,draftkings,Atlanta Hawks,-325,0.7647058823529411,260
465,465,2023-11-25T12:00:00Z,Washington Wizards vs Atlanta Hawks,draftkings,Washington Wizards,260,0.2777777777777778,-325
466,466,2023-11-25T12:00:00Z,Cleveland Cavaliers vs Los Angeles Lakers,draftkings,Cleveland Cavaliers,-192,0.6575342465753424,160
467,467,2023-11-25T12:00:00Z,Cleveland Cavaliers vs Los Angeles Lakers,draftkings,Los Angeles Lakers,160,0.38461538461538464,-192
468,468,2023-11-25T12:00:00Z,Utah Jazz vs New Orleans Pelicans,draftkings,New Orleans Pelicans,-120,0.5454545454545454,100
469,469,2023-11-25T12:00:00Z,Utah Jazz vs New Orleans Pelicans,draftkings,Utah Jazz,100,0.5,-120
470,470,2023-11-25T12:00:00Z,Los Angeles Clippers vs Dallas Mavericks,draftkings,Dallas Mavericks,-118,0.5412844036697247,-102
471,471,2023-11-25T12:00:00Z,Los Angeles Clippers vs Dallas Mavericks,draftkings,Los Angeles Clippers,-102,0.504950495049505,-118
472,472,2023-11-26T12:00:00Z,Milwaukee Bucks vs Portland Trail Blazers,draftkings,Milwaukee Bucks,-800,0.8888888888888888,550
473,473,2023-11-26T12:00:00Z,Milwaukee Bucks vs Portland Trail Blazers,draftkings,Portland Trail Blazers,550,0.15384615384615385,-800
474,474,2023-11-26T12:00:00Z,Boston Celtics vs Atlanta Hawks,draftkings,Atlanta Hawks,260,0.2777777777777778,-325
475,475,2023-11-26T12:00:00Z,Boston Celtics vs Atlanta Hawks,draftkings,Boston Celtics,-325,0.7647058823529411,260
476,476,2023-11-26T12:00:00Z,Orlando Magic vs Charlotte Hornets,draftkings,Charlotte Hornets,220,0.3125,-270
477,477,2023-11-26T12:00:00Z,Orlando Magic vs Charlotte Hornets,draftkings,Orlando Magic,-270,0.7297297297297297,220
478,478,2023-11-26T12:00:00Z,Memphis Grizzlies vs Minnesota Timberwolves,draftkings,Memphis Grizzlies,215,0.31746031746031744,-265
479,479,2023-11-26T12:00:00Z,Memphis Grizzlies vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,-265,0.726027397260274,215
480,480,2023-11-26T12:00:00Z,New York Knicks vs Phoenix Suns,draftkings,New York Knicks,-148,0.5967741935483871,124
481,481,2023-11-26T12:00:00Z,New York Knicks vs Phoenix Suns,draftkings,Phoenix Suns,124,0.44642857142857145,-148
482,482,2023-11-26T12:00:00Z,Brooklyn Nets vs Chicago Bulls,draftkings,Brooklyn Nets,-155,0.6078431372549019,130
483,483,2023-11-26T12:00:00Z,Brooklyn Nets vs Chicago Bulls,draftkings,Chicago Bulls,130,0.43478260869565216,-155
484,484,2023-11-26T12:00:00Z,Cleveland Cavaliers vs Toronto Raptors,draftkings,Cleveland Cavaliers,-130,0.5652173913043478,110
485,485,2023-11-26T12:00:00Z,Cleveland Cavaliers vs Toronto Raptors,draftkings,Toronto Raptors,110,0.47619047619047616,-130
486,486,2023-11-26T12:00:00Z,Denver Nuggets vs San Antonio Spurs,draftkings,Denver Nuggets,-750,0.8823529411764706,525
487,487,2023-11-26T12:00:00Z,Denver Nuggets vs San Antonio Spurs,draftkings,San Antonio Spurs,525,0.16,-750
488,488,2023-11-27T12:00:00Z,Detroit Pistons vs Washington Wizards,draftkings,Detroit Pistons,-166,0.6240601503759399,140
489,489,2023-11-27T12:00:00Z,Detroit Pistons vs Washington Wizards,draftkings,Washington Wizards,140,0.4166666666666667,-166
490,490,2023-11-27T12:00:00Z,Indiana Pacers vs Portland Trail Blazers,draftkings,Indiana Pacers,-800,0.8888888888888888,550
491,491,2023-11-27T12:00:00Z,Indiana Pacers vs Portland Trail Blazers,draftkings,Portland Trail Blazers,550,0.15384615384615385,-800
492,492,2023-11-27T12:00:00Z,Philadelphia 76ers vs Los Angeles Lakers,draftkings,Los Angeles Lakers,160,0.38461538461538464,-192
493,493,2023-11-27T12:00:00Z,Philadelphia 76ers vs Los Angeles Lakers,draftkings,Philadelphia 76ers,-192,0.6575342465753424,160
494,494,2023-11-27T12:00:00Z,Utah Jazz vs New Orleans Pelicans,draftkings,New Orleans Pelicans,-180,0.6428571428571429,150
495,495,2023-11-27T12:00:00Z,Utah Jazz vs New Orleans Pelicans,draftkings,Utah Jazz,150,0.4,-180
496,496,2023-11-27T12:00:00Z,Los Angeles Clippers vs Denver Nuggets,draftkings,Denver Nuggets,154,0.3937007874015748,-185
497,497,2023-11-27T12:00:00Z,Los Angeles Clippers vs Denver Nuggets,draftkings,Los Angeles Clippers,-185,0.6491228070175439,154
498,498,2023-11-28T12:00:00Z,Miami Heat vs Milwaukee Bucks,draftkings,Miami Heat,130,0.43478260869565216,-155
499,499,2023-11-28T12:00:00Z,Miami Heat vs Milwaukee Bucks,draftkings,Milwaukee Bucks,-155,0.6078431372549019,130
500,500,2023-11-28T12:00:00Z,Cleveland Cavaliers vs Atlanta Hawks,draftkings,Atlanta Hawks,170,0.37037037037037035,-205
501,501,2023-11-28T12:00:00Z,Cleveland Cavaliers vs Atlanta Hawks,draftkings,Cleveland Cavaliers,-205,0.6721311475409836,170
502,502,2023-11-28T12:00:00Z,Boston Celtics vs Chicago Bulls,draftkings,Boston Celtics,-950,0.9047619047619048,625
503,503,2023-11-28T12:00:00Z,Boston Celtics vs Chicago Bulls,draftkings,Chicago Bulls,625,0.13793103448275862,-950
504,504,2023-11-28T12:00:00Z,Brooklyn Nets vs Toronto Raptors,draftkings,Brooklyn Nets,-120,0.5454545454545454,100
505,505,2023-11-28T12:00:00Z,Brooklyn Nets vs Toronto Raptors,draftkings,Toronto Raptors,100,0.5,-120
506,506,2023-11-28T12:00:00Z,New York Knicks vs Charlotte Hornets,draftkings,Charlotte Hornets,455,0.18018018018018017,-625
507,507,2023-11-28T12:00:00Z,New York Knicks vs Charlotte Hornets,draftkings,New York Knicks,-625,0.8620689655172413,455
508,508,2023-11-28T12:00:00Z,Minnesota Timberwolves vs Oklahoma City Thunder,draftkings,Minnesota Timberwolves,-166,0.6240601503759399,140
509,509,2023-11-28T12:00:00Z,Minnesota Timberwolves vs Oklahoma City Thunder,draftkings,Oklahoma City Thunder,140,0.4166666666666667,-166
510,510,2023-11-28T12:00:00Z,Dallas Mavericks vs Houston Rockets,draftkings,Dallas Mavericks,-218,0.6855345911949685,180
511,511,2023-11-28T12:00:00Z,Dallas Mavericks vs Houston Rockets,draftkings,Houston Rockets,180,0.35714285714285715,-218
512,512,2023-11-28T12:00:00Z,Sacramento Kings vs Golden State Warriors,draftkings,Golden State Warriors,124,0.44642857142857145,-148
513,513,2023-11-28T12:00:00Z,Sacramento Kings vs Golden State Warriors,draftkings,Sacramento Kings,-148,0.5967741935483871,124
514,514,2023-11-29T12:00:00Z,Detroit Pistons vs Los Angeles Lakers,draftkings,Detroit Pistons,230,0.30303030303030304,-285
515,515,2023-11-29T12:00:00Z,Detroit Pistons vs Los Angeles Lakers,draftkings,Los Angeles Lakers,-285,0.7402597402597403,230
516,516,2023-11-29T12:00:00Z,Orlando Magic vs Washington Wizards,draftkings,Orlando Magic,-455,0.8198198198198198,350
517,517,2023-11-29T12:00:00Z,Orlando Magic vs Washington Wizards,draftkings,Washington Wizards,350,0.2222222222222222,-455
518,518,2023-11-29T12:00:00Z,Toronto Raptors vs Phoenix Suns,draftkings,Phoenix Suns,-130,0.5652173913043478,110
519,519,2023-11-29T12:00:00Z,Toronto Raptors vs Phoenix Suns,draftkings,Toronto Raptors,110,0.47619047619047616,-130
520,520,2023-11-29T12:00:00Z,Memphis Grizzlies vs Utah Jazz,draftkings,Memphis Grizzlies,-185,0.6491228070175439,154
521,521,2023-11-29T12:00:00Z,Memphis Grizzlies vs Utah Jazz,draftkings,Utah Jazz,154,0.3937007874015748,-185
522,522,2023-11-29T12:00:00Z,New Orleans Pelicans vs Philadelphia 76ers,draftkings,New Orleans Pelicans,102,0.49504950495049505,-122
523,523,2023-11-29T12:00:00Z,New Orleans Pelicans vs Philadelphia 76ers,draftkings,Philadelphia 76ers,-122,0.5495495495495496,102
524,524,2023-11-29T12:00:00Z,Denver Nuggets vs Houston Rockets,draftkings,Denver Nuggets,-258,0.7206703910614525,210
525,525,2023-11-29T12:00:00Z,Denver Nuggets vs Houston Rockets,draftkings,Houston Rockets,210,0.3225806451612903,-258
526,526,2023-11-29T12:00:00Z,Sacramento Kings vs Los Angeles Clippers,draftkings,Los Angeles Clippers,-125,0.5555555555555556,105
527,527,2023-11-29T12:00:00Z,Sacramento Kings vs Los Angeles Clippers,draftkings,Sacramento Kings,105,0.4878048780487805,-125
528,528,2023-11-30T12:00:00Z,Cleveland Cavaliers vs Portland Trail Blazers,draftkings,Cleveland Cavaliers,-600,0.8571428571428571,440
529,529,2023-11-30T12:00:00Z,Cleveland Cavaliers vs Portland Trail Blazers,draftkings,Portland Trail Blazers,440,0.18518518518518517,-600
530,530,2023-11-30T12:00:00Z,Brooklyn Nets vs Charlotte Hornets,draftkings,Brooklyn Nets,-340,0.7727272727272727,270
531,531,2023-11-30T12:00:00Z,Brooklyn Nets vs Charlotte Hornets,draftkings,Charlotte Hornets,270,0.2702702702702703,-340
532,532,2023-11-30T12:00:00Z,New York Knicks vs Detroit Pistons,draftkings,Detroit Pistons,575,0.14814814814814814,-850
533,533,2023-11-30T12:00:00Z,New York Knicks vs Detroit Pistons,draftkings,New York Knicks,-850,0.8947368421052632,575
534,534,2023-11-30T12:00:00Z,Miami Heat vs Indiana Pacers,draftkings,Indiana Pacers,105,0.4878048780487805,-125
535,535,2023-11-30T12:00:00Z,Miami Heat vs Indiana Pacers,draftkings,Miami Heat,-125,0.5555555555555556,105
536,536,2023-11-30T12:00:00Z,San Antonio Spurs vs Atlanta Hawks,draftkings,Atlanta Hawks,-305,0.7530864197530864,245
537,537,2023-11-30T12:00:00Z,San Antonio Spurs vs Atlanta Hawks,draftkings,San Antonio Spurs,245,0.2898550724637681,-305
538,538,2023-11-30T12:00:00Z,Chicago Bulls vs Milwaukee Bucks,draftkings,Chicago Bulls,270,0.2702702702702703,-340
539,539,2023-11-30T12:00:00Z,Chicago Bulls vs Milwaukee Bucks,draftkings,Milwaukee Bucks,-340,0.7727272727272727,270
540,540,2023-11-30T12:00:00Z,Oklahoma City Thunder vs Los Angeles Lakers,draftkings,Los Angeles Lakers,220,0.3125,-270
541,541,2023-11-30T12:00:00Z,Oklahoma City Thunder vs Los Angeles Lakers,draftkings,Oklahoma City Thunder,-270,0.7297297297297297,220
542,542,2023-11-30T12:00:00Z,Minnesota Timberwolves vs Utah Jazz,draftkings,Minnesota Timberwolves,-550,0.8461538461538461,410
543,543,2023-11-30T12:00:00Z,Minnesota Timberwolves vs Utah Jazz,draftkings,Utah Jazz,410,0.19607843137254902,-550
544,544,2023-11-30T12:00:00Z,Golden State Warriors vs Los Angeles Clippers,draftkings,Golden State Warriors,-205,0.6721311475409836,170
545,545,2023-11-30T12:00:00Z,Golden State Warriors vs Los Angeles Clippers,draftkings,Los Angeles Clippers,170,0.37037037037037035,-205
546,546,2023-12-01T12:00:00Z,Orlando Magic vs Washington Wizards,draftkings,Orlando Magic,-600,0.8571428571428571,440
547,547,2023-12-01T12:00:00Z,Orlando Magic vs Washington Wizards,draftkings,Washington Wizards,440,0.18518518518518517,-600
548,548,2023-12-01T12:00:00Z,Boston Celtics vs Philadelphia 76ers,draftkings,Boston Celtics,-258,0.7206703910614525,210
549,549,2023-12-01T12:00:00Z,Boston Celtics vs Philadelphia 76ers,draftkings,Philadelphia 76ers,210,0.3225806451612903,-258
550,550,2023-12-01T12:00:00Z,Dallas Mavericks vs Memphis Grizzlies,draftkings,Dallas Mavericks,-470,0.8245614035087719,360
551,551,2023-12-01T12:00:00Z,Dallas Mavericks vs Memphis Grizzlies,draftkings,Memphis Grizzlies,360,0.21739130434782608,-470
552,552,2023-12-01T12:00:00Z,Toronto Raptors vs New York Knicks,draftkings,New York Knicks,110,0.47619047619047616,-130
553,553,2023-12-01T12:00:00Z,Toronto Raptors vs New York Knicks,draftkings,Toronto Raptors,-130,0.5652173913043478,110
554,554,2023-12-01T12:00:00Z,New Orleans Pelicans vs San Antonio Spurs,draftkings,New Orleans Pelicans,-750,0.8823529411764706,525
555,555,2023-12-01T12:00:00Z,New Orleans Pelicans vs San Antonio Spurs,draftkings,San Antonio Spurs,525,0.16,-750
556,556,2023-12-01T12:00:00Z,Phoenix Suns vs Denver Nuggets,draftkings,Denver Nuggets,-125,0.5555555555555556,105
557,557,2023-12-01T12:00:00Z,Phoenix Suns vs Denver Nuggets,draftkings,Phoenix Suns,105,0.4878048780487805,-125
558,558,2023-12-02T12:00:00Z,Los Angeles Clippers vs Golden State Warriors,draftkings,Golden State Warriors,180,0.35714285714285715,-218
559,559,2023-12-02T12:00:00Z,Los Angeles Clippers vs Golden State Warriors,draftkings,Los Angeles Clippers,-218,0.6855345911949685,180
560,560,2023-12-02T12:00:00Z,Charlotte Hornets vs Minnesota Timberwolves,draftkings,Charlotte Hornets,195,0.3389830508474576,-238
561,561,2023-12-02T12:00:00Z,Charlotte Hornets vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,-238,0.7041420118343196,195
562,562,2023-12-02T12:00:00Z,Brooklyn Nets vs Orlando Magic,draftkings,Brooklyn Nets,-142,0.5867768595041323,120
563,563,2023-12-02T12:00:00Z,Brooklyn Nets vs Orlando Magic,draftkings,Orlando Magic,120,0.45454545454545453,-142
564,564,2023-12-02T12:00:00Z,Detroit Pistons vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,-340,0.7727272727272727,270
565,565,2023-12-02T12:00:00Z,Detroit Pistons vs Cleveland Cavaliers,draftkings,Detroit Pistons,270,0.2702702702702703,-340
566,566,2023-12-02T12:00:00Z,Miami Heat vs Indiana Pacers,draftkings,Indiana Pacers,145,0.40816326530612246,-175
567,567,2023-12-02T12:00:00Z,Miami Heat vs Indiana Pacers,draftkings,Miami Heat,-175,0.6363636363636364,145
568,568,2023-12-02T12:00:00Z,Milwaukee Bucks vs Atlanta Hawks,draftkings,Atlanta Hawks,220,0.3125,-270
569,569,2023-12-02T12:00:00Z,Milwaukee Bucks vs Atlanta Hawks,draftkings,Milwaukee Bucks,-270,0.7297297297297297,220
570,570,2023-12-02T12:00:00Z,Chicago Bulls vs New Orleans Pelicans,draftkings,Chicago Bulls,145,0.40816326530612246,-175
571,571,2023-12-02T12:00:00Z,Chicago Bulls vs New Orleans Pelicans,draftkings,New Orleans Pelicans,-175,0.6363636363636364,145
572,572,2023-12-02T12:00:00Z,Dallas Mavericks vs Oklahoma City Thunder,draftkings,Dallas Mavericks,136,0.423728813559322,-162
573,573,2023-12-02T12:00:00Z,Dallas Mavericks vs Oklahoma City Thunder,draftkings,Oklahoma City Thunder,-162,0.6183206106870229,136
574,574,2023-12-02T12:00:00Z,Phoenix Suns vs Memphis Grizzlies,draftkings,Memphis Grizzlies,350,0.2222222222222222,-455
575,575,2023-12-02T12:00:00Z,Phoenix Suns vs Memphis Grizzlies,draftkings,Phoenix Suns,-455,0.8198198198198198,350
576,576,2023-12-02T12:00:00Z,Utah Jazz vs Portland Trail Blazers,draftkings,Portland Trail Blazers,105,0.4878048780487805,-125
577,577,2023-12-02T12:00:00Z,Utah Jazz vs Portland Trail Blazers,draftkings,Utah Jazz,-125,0.5555555555555556,105
578,578,2023-12-02T12:00:00Z,Sacramento Kings vs Denver Nuggets,draftkings,Denver Nuggets,120,0.45454545454545453,-142
579,579,2023-12-02T12:00:00Z,Sacramento Kings vs Denver Nuggets,draftkings,Sacramento Kings,-142,0.5867768595041323,120
580,580,2023-12-02T12:00:00Z,Los Angeles Lakers vs Houston Rockets,draftkings,Houston Rockets,185,0.3508771929824561,-225
581,581,2023-12-02T12:00:00Z,Los Angeles Lakers vs Houston Rockets,draftkings,Los Angeles Lakers,-225,0.6923076923076923,185
582,582,2023-12-04T12:00:00Z,Indiana Pacers vs Boston Celtics,draftkings,Boston Celtics,-198,0.6644295302013423,164
583,583,2023-12-04T12:00:00Z,Indiana Pacers vs Boston Celtics,draftkings,Indiana Pacers,164,0.3787878787878788,-198
584,584,2023-12-04T12:00:00Z,Sacramento Kings vs New Orleans Pelicans,draftkings,New Orleans Pelicans,142,0.4132231404958678,-170
585,585,2023-12-04T12:00:00Z,Sacramento Kings vs New Orleans Pelicans,draftkings,Sacramento Kings,-170,0.6296296296296297,142
586,586,2023-12-05T12:00:00Z,Milwaukee Bucks vs New York Knicks,draftkings,Milwaukee Bucks,-198,0.6644295302013423,164
587,587,2023-12-05T12:00:00Z,Milwaukee Bucks vs New York Knicks,draftkings,New York Knicks,164,0.3787878787878788,-198
588,588,2023-12-05T12:00:00Z,Los Angeles Lakers vs Phoenix Suns,draftkings,Los Angeles Lakers,-125,0.5555555555555556,105
589,589,2023-12-05T12:00:00Z,Los Angeles Lakers vs Phoenix Suns,draftkings,Phoenix Suns,105,0.4878048780487805,-125
590,590,2023-12-06T12:00:00Z,Cleveland Cavaliers vs Orlando Magic,draftkings,Cleveland Cavaliers,-185,0.6491228070175439,154
591,591,2023-12-06T12:00:00Z,Cleveland Cavaliers vs Orlando Magic,draftkings,Orlando Magic,154,0.3937007874015748,-185
592,592,2023-12-06T12:00:00Z,Detroit Pistons vs Memphis Grizzlies,draftkings,Detroit Pistons,100,0.5,-120
593,593,2023-12-06T12:00:00Z,Detroit Pistons vs Memphis Grizzlies,draftkings,Memphis Grizzlies,-120,0.5454545454545454,100
594,594,2023-12-06T12:00:00Z,Washington Wizards vs Philadelphia 76ers,draftkings,Philadelphia 76ers,-455,0.8198198198198198,350
595,595,2023-12-06T12:00:00Z,Washington Wizards vs Philadelphia 76ers,draftkings,Washington Wizards,350,0.2222222222222222,-455
596,596,2023-12-06T12:00:00Z,Atlanta Hawks vs Brooklyn Nets,draftkings,Atlanta Hawks,-170,0.6296296296296297,142
597,597,2023-12-06T12:00:00Z,Atlanta Hawks vs Brooklyn Nets,draftkings,Brooklyn Nets,142,0.4132231404958678,-170
598,598,2023-12-06T12:00:00Z,Toronto Raptors vs Miami Heat,draftkings,Miami Heat,136,0.423728813559322,-162
599,599,2023-12-06T12:00:00Z,Toronto Raptors vs Miami Heat,draftkings,Toronto Raptors,-162,0.6183206106870229,136
600,600,2023-12-06T12:00:00Z,Minnesota Timberwolves vs San Antonio Spurs,draftkings,Minnesota Timberwolves,-850,0.8947368421052632,575
601,601,2023-12-06T12:00:00Z,Minnesota Timberwolves vs San Antonio Spurs,draftkings,San Antonio Spurs,575,0.14814814814814814,-850
602,602,2023-12-06T12:00:00Z,Chicago Bulls vs Charlotte Hornets,draftkings,Charlotte Hornets,154,0.3937007874015748,-185
603,603,2023-12-06T12:00:00Z,Chicago Bulls vs Charlotte Hornets,draftkings,Chicago Bulls,-185,0.6491228070175439,154
604,604,2023-12-06T12:00:00Z,Houston Rockets vs Oklahoma City Thunder,draftkings,Houston Rockets,114,0.4672897196261682,-135
605,605,2023-12-06T12:00:00Z,Houston Rockets vs Oklahoma City Thunder,draftkings,Oklahoma City Thunder,-135,0.574468085106383,114
606,606,2023-12-06T12:00:00Z,Dallas Mavericks vs Utah Jazz,draftkings,Dallas Mavericks,-375,0.7894736842105263,295
607,607,2023-12-06T12:00:00Z,Dallas Mavericks vs Utah Jazz,draftkings,Utah Jazz,295,0.25316455696202533,-375
608,608,2023-12-06T12:00:00Z,Los Angeles Clippers vs Denver Nuggets,draftkings,Denver Nuggets,-105,0.5121951219512195,-115
609,609,2023-12-06T12:00:00Z,Los Angeles Clippers vs Denver Nuggets,draftkings,Los Angeles Clippers,-115,0.5348837209302325,-105
610,610,2023-12-06T12:00:00Z,Golden State Warriors vs Portland Trail Blazers,draftkings,Golden State Warriors,-750,0.8823529411764706,525
611,611,2023-12-06T12:00:00Z,Golden State Warriors vs Portland Trail Blazers,draftkings,Portland Trail Blazers,525,0.16,-750
612,612,2023-12-07T12:00:00Z,Milwaukee Bucks vs Indiana Pacers,draftkings,Indiana Pacers,160,0.38461538461538464,-192
