Date,Matchup,Bookmaker,Team,Moneyline Odds
2024-03-04T12:00:00Z,Milwaukee Bucks vs Los Angeles Clippers,draftkings,Milwaukee Bucks,-218
2024-03-04T12:00:00Z,Minnesota Timberwolves vs Portland Trail Blazers,draftkings,Minnesota Timberwolves,-1350
2024-03-04T12:00:00Z,Minnesota Timberwolves vs Portland Trail Blazers,draftkings,Portland Trail Blazers,800
2024-03-04T12:00:00Z,Utah Jazz vs Washington Wizards,draftkings,Utah Jazz,-238
2024-03-04T12:00:00Z,Utah Jazz vs Washington Wizards,draftkings,Washington Wizards,195
2024-03-04T12:00:00Z,Sacramento Kings vs Chicago Bulls,draftkings,Chicago Bulls,210
2024-03-04T12:00:00Z,Sacramento Kings vs Chicago Bulls,draftkings,Sacramento Kings,-258
2024-03-04T12:00:00Z,Los Angeles Lakers vs Oklahoma City Thunder,draftkings,Los Angeles Lakers,-115
2024-03-04T12:00:00Z,Los Angeles Lakers vs Oklahoma City Thunder,draftkings,Oklahoma City Thunder,-105
2024-03-05T12:00:00Z,Charlotte Hornets vs Orlando Magic,draftkings,Charlotte Hornets,280
2024-03-05T12:00:00Z,Charlotte Hornets vs Orlando Magic,draftkings,Orlando Magic,-355
2024-03-05T12:00:00Z,New York Knicks vs Atlanta Hawks,draftkings,Atlanta Hawks,130
2024-03-05T12:00:00Z,New York Knicks vs Atlanta Hawks,draftkings,New York Knicks,-155
2024-03-05T12:00:00Z,Cleveland Cavaliers vs Boston Celtics,draftkings,Boston Celtics,-325
2024-03-05T12:00:00Z,Cleveland Cavaliers vs Boston Celtics,draftkings,Cleveland Cavaliers,260
2024-03-05T12:00:00Z,Brooklyn Nets vs Philadelphia 76ers,draftkings,Brooklyn Nets,124
2024-03-05T12:00:00Z,Brooklyn Nets vs Philadelphia 76ers,draftkings,Philadelphia 76ers,-148
2024-03-05T12:00:00Z,Miami Heat vs Detroit Pistons,draftkings,Detroit Pistons,470
2024-03-05T12:00:00Z,Miami Heat vs Detroit Pistons,draftkings,Miami Heat,-650
2024-03-05T12:00:00Z,Toronto Raptors vs New Orleans Pelicans,draftkings,New Orleans Pelicans,-395
2024-03-05T12:00:00Z,Toronto Raptors vs New Orleans Pelicans,draftkings,Toronto Raptors,310
2024-03-05T12:00:00Z,Houston Rockets vs San Antonio Spurs,draftkings,Houston Rockets,-305
2024-03-05T12:00:00Z,Houston Rockets vs San Antonio Spurs,draftkings,San Antonio Spurs,245
2024-03-05T12:00:00Z,Dallas Mavericks vs Indiana Pacers,draftkings,Dallas Mavericks,-185
2024-03-05T12:00:00Z,Dallas Mavericks vs Indiana Pacers,draftkings,Indiana Pacers,154
2024-03-05T12:00:00Z,Denver Nuggets vs Phoenix Suns,draftkings,Denver Nuggets,-440
2024-03-05T12:00:00Z,Denver Nuggets vs Phoenix Suns,draftkings,Phoenix Suns,340
2024-03-06T12:00:00Z,Washington Wizards vs Orlando Magic,draftkings,Orlando Magic,-305
2024-03-06T12:00:00Z,Washington Wizards vs Orlando Magic,draftkings,Washington Wizards,245
2024-03-06T12:00:00Z,Atlanta Hawks vs Cleveland Cavaliers,draftkings,Atlanta Hawks,-135
2024-03-06T12:00:00Z,Atlanta Hawks vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,114
2024-03-06T12:00:00Z,Houston Rockets vs Los Angeles Clippers,draftkings,Houston Rockets,205
2024-03-06T12:00:00Z,Houston Rockets vs Los Angeles Clippers,draftkings,Los Angeles Clippers,-250
2024-03-06T12:00:00Z,Philadelphia 76ers vs Memphis Grizzlies,draftkings,Memphis Grizzlies,180
2024-03-06T12:00:00Z,Philadelphia 76ers vs Memphis Grizzlies,draftkings,Philadelphia 76ers,-218
2024-03-06T12:00:00Z,Utah Jazz vs Chicago Bulls,draftkings,Chicago Bulls,-180
2024-03-06T12:00:00Z,Utah Jazz vs Chicago Bulls,draftkings,Utah Jazz,150
2024-03-06T12:00:00Z,Golden State Warriors vs Milwaukee Bucks,draftkings,Golden State Warriors,-170
2024-03-06T12:00:00Z,Golden State Warriors vs Milwaukee Bucks,draftkings,Milwaukee Bucks,142
2024-03-06T12:00:00Z,Portland Trail Blazers vs Oklahoma City Thunder,draftkings,Oklahoma City Thunder,-850
2024-03-06T12:00:00Z,Portland Trail Blazers vs Oklahoma City Thunder,draftkings,Portland Trail Blazers,575
2024-03-06T12:00:00Z,Los Angeles Lakers vs Sacramento Kings,draftkings,Los Angeles Lakers,-175
2024-03-06T12:00:00Z,Los Angeles Lakers vs Sacramento Kings,draftkings,Sacramento Kings,145
2024-03-07T12:00:00Z,Detroit Pistons vs Brooklyn Nets,draftkings,Brooklyn Nets,-130
2024-03-07T12:00:00Z,Detroit Pistons vs Brooklyn Nets,draftkings,Detroit Pistons,110
2024-03-07T12:00:00Z,Indiana Pacers vs Minnesota Timberwolves,draftkings,Indiana Pacers,-120
2024-03-07T12:00:00Z,Indiana Pacers vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,100
2024-03-07T12:00:00Z,Dallas Mavericks vs Miami Heat,draftkings,Dallas Mavericks,-192
2024-03-07T12:00:00Z,Dallas Mavericks vs Miami Heat,draftkings,Miami Heat,160
2024-03-07T12:00:00Z,Phoenix Suns vs Toronto Raptors,draftkings,Phoenix Suns,-520
2024-03-07T12:00:00Z,Phoenix Suns vs Toronto Raptors,draftkings,Toronto Raptors,390
2024-03-07T12:00:00Z,Denver Nuggets vs Boston Celtics,draftkings,Boston Celtics,-105
2024-03-07T12:00:00Z,Denver Nuggets vs Boston Celtics,draftkings,Denver Nuggets,-115
2024-03-07T12:00:00Z,Golden State Warriors vs Chicago Bulls,draftkings,Chicago Bulls,245
2024-03-07T12:00:00Z,Golden State Warriors vs Chicago Bulls,draftkings,Golden State Warriors,-305
2024-03-07T12:00:00Z,Sacramento Kings vs San Antonio Spurs,draftkings,Sacramento Kings,-535
2024-03-07T12:00:00Z,Sacramento Kings vs San Antonio Spurs,draftkings,San Antonio Spurs,400
2024-03-08T12:00:00Z,Washington Wizards vs Charlotte Hornets,draftkings,Charlotte Hornets,120
2024-03-08T12:00:00Z,Washington Wizards vs Charlotte Hornets,draftkings,Washington Wizards,-142
2024-03-08T12:00:00Z,Philadelphia 76ers vs New Orleans Pelicans,draftkings,New Orleans Pelicans,-310
2024-03-08T12:00:00Z,Philadelphia 76ers vs New Orleans Pelicans,draftkings,Philadelphia 76ers,250
2024-03-08T12:00:00Z,Cleveland Cavaliers vs Minnesota Timberwolves,draftkings,Cleveland Cavaliers,-110
2024-03-08T12:00:00Z,Cleveland Cavaliers vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,-110
2024-03-08T12:00:00Z,New York Knicks vs Orlando Magic,draftkings,New York Knicks,-105
2024-03-08T12:00:00Z,New York Knicks vs Orlando Magic,draftkings,Orlando Magic,-115
2024-03-08T12:00:00Z,Memphis Grizzlies vs Atlanta Hawks,draftkings,Atlanta Hawks,-148
2024-03-08T12:00:00Z,Memphis Grizzlies vs Atlanta Hawks,draftkings,Memphis Grizzlies,124
2024-03-08T12:00:00Z,Oklahoma City Thunder vs Miami Heat,draftkings,Miami Heat,270
2024-03-08T12:00:00Z,Oklahoma City Thunder vs Miami Heat,draftkings,Oklahoma City Thunder,-340
2024-03-08T12:00:00Z,Portland Trail Blazers vs Houston Rockets,draftkings,Houston Rockets,-218
2024-03-08T12:00:00Z,Portland Trail Blazers vs Houston Rockets,draftkings,Portland Trail Blazers,180
2024-03-08T12:00:00Z,Los Angeles Lakers vs Milwaukee Bucks,draftkings,Los Angeles Lakers,-105
2024-03-08T12:00:00Z,Los Angeles Lakers vs Milwaukee Bucks,draftkings,Milwaukee Bucks,-115
2024-03-09T12:00:00Z,Los Angeles Clippers vs Chicago Bulls,draftkings,Chicago Bulls,240
2024-03-09T12:00:00Z,Los Angeles Clippers vs Chicago Bulls,draftkings,Los Angeles Clippers,-298
2024-03-09T12:00:00Z,Charlotte Hornets vs Brooklyn Nets,draftkings,Brooklyn Nets,-225
2024-03-09T12:00:00Z,Charlotte Hornets vs Brooklyn Nets,draftkings,Charlotte Hornets,185
2024-03-09T12:00:00Z,Detroit Pistons vs Dallas Mavericks,draftkings,Dallas Mavericks,-278
2024-03-09T12:00:00Z,Detroit Pistons vs Dallas Mavericks,draftkings,Detroit Pistons,225
2024-03-09T12:00:00Z,Phoenix Suns vs Boston Celtics,draftkings,Boston Celtics,-218
2024-03-09T12:00:00Z,Phoenix Suns vs Boston Celtics,draftkings,Phoenix Suns,180
2024-03-09T12:00:00Z,Golden State Warriors vs San Antonio Spurs,draftkings,Golden State Warriors,-395
2024-03-09T12:00:00Z,Golden State Warriors vs San Antonio Spurs,draftkings,San Antonio Spurs,310
2024-03-09T12:00:00Z,Denver Nuggets vs Utah Jazz,draftkings,Denver Nuggets,-675
2024-03-09T12:00:00Z,Denver Nuggets vs Utah Jazz,draftkings,Utah Jazz,490
2024-03-09T12:00:00Z,Portland Trail Blazers vs Toronto Raptors,draftkings,Portland Trail Blazers,114
2024-03-09T12:00:00Z,Portland Trail Blazers vs Toronto Raptors,draftkings,Toronto Raptors,-135
2024-03-10T12:00:00Z,Los Angeles Clippers vs Milwaukee Bucks,draftkings,Los Angeles Clippers,130
2024-03-10T12:00:00Z,Los Angeles Clippers vs Milwaukee Bucks,draftkings,Milwaukee Bucks,-155
2024-03-10T12:00:00Z,Atlanta Hawks vs New Orleans Pelicans,draftkings,Atlanta Hawks,250
2024-03-10T12:00:00Z,Atlanta Hawks vs New Orleans Pelicans,draftkings,New Orleans Pelicans,-310
2024-03-10T12:00:00Z,Sacramento Kings vs Houston Rockets,draftkings,Houston Rockets,205
2024-03-10T12:00:00Z,Sacramento Kings vs Houston Rockets,draftkings,Sacramento Kings,-250
2024-03-10T12:00:00Z,Orlando Magic vs Indiana Pacers,draftkings,Indiana Pacers,110
2024-03-10T12:00:00Z,Orlando Magic vs Indiana Pacers,draftkings,Orlando Magic,-130
2024-03-10T12:00:00Z,Miami Heat vs Washington Wizards,draftkings,Miami Heat,-535
2024-03-10T12:00:00Z,Miami Heat vs Washington Wizards,draftkings,Washington Wizards,400
2024-03-10T12:00:00Z,Cleveland Cavaliers vs Brooklyn Nets,draftkings,Brooklyn Nets,270
2024-03-10T12:00:00Z,Cleveland Cavaliers vs Brooklyn Nets,draftkings,Cleveland Cavaliers,-340
2024-03-10T12:00:00Z,Oklahoma City Thunder vs Memphis Grizzlies,draftkings,Memphis Grizzlies,750
2024-03-10T12:00:00Z,Oklahoma City Thunder vs Memphis Grizzlies,draftkings,Oklahoma City Thunder,-1200
2024-03-10T12:00:00Z,New York Knicks vs Philadelphia 76ers,draftkings,New York Knicks,-285
2024-03-10T12:00:00Z,New York Knicks vs Philadelphia 76ers,draftkings,Philadelphia 76ers,230
2024-03-10T12:00:00Z,Los Angeles Lakers vs Minnesota Timberwolves,draftkings,Los Angeles Lakers,-122
2024-03-10T12:00:00Z,Los Angeles Lakers vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,102
2024-03-11T12:00:00Z,Detroit Pistons vs Charlotte Hornets,draftkings,Charlotte Hornets,140
2024-03-11T12:00:00Z,Detroit Pistons vs Charlotte Hornets,draftkings,Detroit Pistons,-166
2024-03-11T12:00:00Z,Cleveland Cavaliers vs Phoenix Suns,draftkings,Cleveland Cavaliers,190
2024-03-11T12:00:00Z,Cleveland Cavaliers vs Phoenix Suns,draftkings,Phoenix Suns,-230
2024-03-11T12:00:00Z,Chicago Bulls vs Dallas Mavericks,draftkings,Chicago Bulls,164
2024-03-11T12:00:00Z,Chicago Bulls vs Dallas Mavericks,draftkings,Dallas Mavericks,-198
2024-03-11T12:00:00Z,San Antonio Spurs vs Golden State Warriors,draftkings,Golden State Warriors,-198
2024-03-11T12:00:00Z,San Antonio Spurs vs Golden State Warriors,draftkings,San Antonio Spurs,164
2024-03-11T12:00:00Z,Denver Nuggets vs Toronto Raptors,draftkings,Denver Nuggets,-1100
2024-03-11T12:00:00Z,Denver Nuggets vs Toronto Raptors,draftkings,Toronto Raptors,700
2024-03-11T12:00:00Z,Portland Trail Blazers vs Boston Celtics,draftkings,Boston Celtics,-310
2024-03-11T12:00:00Z,Portland Trail Blazers vs Boston Celtics,draftkings,Portland Trail Blazers,250
2024-03-12T12:00:00Z,New York Knicks vs Philadelphia 76ers,draftkings,New York Knicks,-258
2024-03-12T12:00:00Z,New York Knicks vs Philadelphia 76ers,draftkings,Philadelphia 76ers,210
2024-03-12T12:00:00Z,Oklahoma City Thunder vs Indiana Pacers,draftkings,Indiana Pacers,225
2024-03-12T12:00:00Z,Oklahoma City Thunder vs Indiana Pacers,draftkings,Oklahoma City Thunder,-278
2024-03-12T12:00:00Z,Memphis Grizzlies vs Washington Wizards,draftkings,Memphis Grizzlies,114
2024-03-12T12:00:00Z,Memphis Grizzlies vs Washington Wizards,draftkings,Washington Wizards,-135
2024-03-12T12:00:00Z,San Antonio Spurs vs Houston Rockets,draftkings,Houston Rockets,-170
2024-03-12T12:00:00Z,San Antonio Spurs vs Houston Rockets,draftkings,San Antonio Spurs,142
2024-03-12T12:00:00Z,Utah Jazz vs Boston Celtics,draftkings,Boston Celtics,-245
2024-03-12T12:00:00Z,Utah Jazz vs Boston Celtics,draftkings,Utah Jazz,200
2024-03-12T12:00:00Z,Los Angeles Clippers vs Minnesota Timberwolves,draftkings,Los Angeles Clippers,-278
2024-03-12T12:00:00Z,Los Angeles Clippers vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,225
2024-03-12T12:00:00Z,Sacramento Kings vs Milwaukee Bucks,draftkings,Milwaukee Bucks,-135
2024-03-12T12:00:00Z,Sacramento Kings vs Milwaukee Bucks,draftkings,Sacramento Kings,114
2024-03-13T12:00:00Z,Orlando Magic vs Brooklyn Nets,draftkings,Brooklyn Nets,235
2024-03-13T12:00:00Z,Orlando Magic vs Brooklyn Nets,draftkings,Orlando Magic,-290
2024-03-13T12:00:00Z,Detroit Pistons vs Toronto Raptors,draftkings,Detroit Pistons,-162
2024-03-13T12:00:00Z,Detroit Pistons vs Toronto Raptors,draftkings,Toronto Raptors,136
2024-03-13T12:00:00Z,Indiana Pacers vs Chicago Bulls,draftkings,Chicago Bulls,142
2024-03-13T12:00:00Z,Indiana Pacers vs Chicago Bulls,draftkings,Indiana Pacers,-170
2024-03-13T12:00:00Z,Miami Heat vs Denver Nuggets,draftkings,Denver Nuggets,-192
2024-03-13T12:00:00Z,Miami Heat vs Denver Nuggets,draftkings,Miami Heat,160
2024-03-13T12:00:00Z,Memphis Grizzlies vs Charlotte Hornets,draftkings,Charlotte Hornets,-130
2024-03-13T12:00:00Z,Memphis Grizzlies vs Charlotte Hornets,draftkings,Memphis Grizzlies,110
2024-03-13T12:00:00Z,New Orleans Pelicans vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,230
2024-03-13T12:00:00Z,New Orleans Pelicans vs Cleveland Cavaliers,draftkings,New Orleans Pelicans,-285
2024-03-13T12:00:00Z,Dallas Mavericks vs Golden State Warriors,draftkings,Dallas Mavericks,-305
2024-03-13T12:00:00Z,Dallas Mavericks vs Golden State Warriors,draftkings,Golden State Warriors,245
2024-03-13T12:00:00Z,Portland Trail Blazers vs Atlanta Hawks,draftkings,Atlanta Hawks,-162
2024-03-13T12:00:00Z,Portland Trail Blazers vs Atlanta Hawks,draftkings,Portland Trail Blazers,136
2024-03-13T12:00:00Z,Sacramento Kings vs Los Angeles Lakers,draftkings,Los Angeles Lakers,-122
2024-03-13T12:00:00Z,Sacramento Kings vs Los Angeles Lakers,draftkings,Sacramento Kings,102
2024-03-14T12:00:00Z,Boston Celtics vs Phoenix Suns,draftkings,Boston Celtics,-250
2024-03-14T12:00:00Z,Boston Celtics vs Phoenix Suns,draftkings,Phoenix Suns,205
2024-03-14T12:00:00Z,Chicago Bulls vs Los Angeles Clippers,draftkings,Chicago Bulls,235
2024-03-14T12:00:00Z,Chicago Bulls vs Los Angeles Clippers,draftkings,Los Angeles Clippers,-290
2024-03-14T12:00:00Z,Houston Rockets vs Washington Wizards,draftkings,Houston Rockets,-325
2024-03-14T12:00:00Z,Houston Rockets vs Washington Wizards,draftkings,Washington Wizards,260
2024-03-14T12:00:00Z,Milwaukee Bucks vs Philadelphia 76ers,draftkings,Milwaukee Bucks,-375
2024-03-14T12:00:00Z,Milwaukee Bucks vs Philadelphia 76ers,draftkings,Philadelphia 76ers,295
2024-03-14T12:00:00Z,Oklahoma City Thunder vs Dallas Mavericks,draftkings,Dallas Mavericks,350
2024-03-14T12:00:00Z,Oklahoma City Thunder vs Dallas Mavericks,draftkings,Oklahoma City Thunder,-455
2024-03-14T12:00:00Z,Portland Trail Blazers vs New York Knicks,draftkings,New York Knicks,-520
2024-03-14T12:00:00Z,Portland Trail Blazers vs New York Knicks,draftkings,Portland Trail Blazers,390
2024-03-15T12:00:00Z,Charlotte Hornets vs Phoenix Suns,draftkings,Charlotte Hornets,350
2024-03-15T12:00:00Z,Charlotte Hornets vs Phoenix Suns,draftkings,Phoenix Suns,-455
2024-03-15T12:00:00Z,Detroit Pistons vs Miami Heat,draftkings,Detroit Pistons,270
2024-03-15T12:00:00Z,Detroit Pistons vs Miami Heat,draftkings,Miami Heat,-340
2024-03-15T12:00:00Z,Toronto Raptors vs Orlando Magic,draftkings,Orlando Magic,-340
2024-03-15T12:00:00Z,Toronto Raptors vs Orlando Magic,draftkings,Toronto Raptors,270
2024-03-15T12:00:00Z,New Orleans Pelicans vs Los Angeles Clippers,draftkings,Los Angeles Clippers,240
2024-03-15T12:00:00Z,New Orleans Pelicans vs Los Angeles Clippers,draftkings,New Orleans Pelicans,-298
2024-03-15T12:00:00Z,San Antonio Spurs vs Denver Nuggets,draftkings,Denver Nuggets,-535
2024-03-15T12:00:00Z,San Antonio Spurs vs Denver Nuggets,draftkings,San Antonio Spurs,400
2024-03-15T12:00:00Z,Utah Jazz vs Atlanta Hawks,draftkings,Atlanta Hawks,-135
2024-03-15T12:00:00Z,Utah Jazz vs Atlanta Hawks,draftkings,Utah Jazz,114
2024-03-16T12:00:00Z,Houston Rockets vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,-225
2024-03-16T12:00:00Z,Houston Rockets vs Cleveland Cavaliers,draftkings,Houston Rockets,185
2024-03-16T12:00:00Z,New Orleans Pelicans vs Portland Trail Blazers,draftkings,New Orleans Pelicans,-1000
2024-03-16T12:00:00Z,New Orleans Pelicans vs Portland Trail Blazers,draftkings,Portland Trail Blazers,650
2024-03-16T12:00:00Z,Indiana Pacers vs Brooklyn Nets,draftkings,Brooklyn Nets,300
2024-03-16T12:00:00Z,Indiana Pacers vs Brooklyn Nets,draftkings,Indiana Pacers,-380
2024-03-16T12:00:00Z,Philadelphia 76ers vs Charlotte Hornets,draftkings,Charlotte Hornets,380
2024-03-16T12:00:00Z,Philadelphia 76ers vs Charlotte Hornets,draftkings,Philadelphia 76ers,-500
2024-03-16T12:00:00Z,Chicago Bulls vs Washington Wizards,draftkings,Chicago Bulls,-485
2024-03-16T12:00:00Z,Chicago Bulls vs Washington Wizards,draftkings,Washington Wizards,370
2024-03-16T12:00:00Z,Memphis Grizzlies vs Oklahoma City Thunder,draftkings,Memphis Grizzlies,330
2024-03-16T12:00:00Z,Memphis Grizzlies vs Oklahoma City Thunder,draftkings,Oklahoma City Thunder,-425
2024-03-16T12:00:00Z,Los Angeles Lakers vs Golden State Warriors,draftkings,Golden State Warriors,130
2024-03-16T12:00:00Z,Los Angeles Lakers vs Golden State Warriors,draftkings,Los Angeles Lakers,-155
2024-03-16T12:00:00Z,Utah Jazz vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,-325
2024-03-16T12:00:00Z,Utah Jazz vs Minnesota Timberwolves,draftkings,Utah Jazz,260
2024-03-16T12:00:00Z,Sacramento Kings vs New York Knicks,draftkings,New York Knicks,130
2024-03-16T12:00:00Z,Sacramento Kings vs New York Knicks,draftkings,Sacramento Kings,-155
2024-03-17T12:00:00Z,Milwaukee Bucks vs Phoenix Suns,draftkings,Milwaukee Bucks,-130
2024-03-17T12:00:00Z,Milwaukee Bucks vs Phoenix Suns,draftkings,Phoenix Suns,110
2024-03-17T12:00:00Z,Detroit Pistons vs Miami Heat,draftkings,Detroit Pistons,215
2024-03-17T12:00:00Z,Detroit Pistons vs Miami Heat,draftkings,Miami Heat,-265
2024-03-17T12:00:00Z,Dallas Mavericks vs Denver Nuggets,draftkings,Dallas Mavericks,142
2024-03-17T12:00:00Z,Dallas Mavericks vs Denver Nuggets,draftkings,Denver Nuggets,-170
2024-03-17T12:00:00Z,Washington Wizards vs Boston Celtics,draftkings,Boston Celtics,-520
2024-03-17T12:00:00Z,Washington Wizards vs Boston Celtics,draftkings,Washington Wizards,390
2024-03-17T12:00:00Z,Orlando Magic vs Toronto Raptors,draftkings,Orlando Magic,-800
2024-03-17T12:00:00Z,Orlando Magic vs Toronto Raptors,draftkings,Toronto Raptors,550
2024-03-17T12:00:00Z,San Antonio Spurs vs Brooklyn Nets,draftkings,Brooklyn Nets,105
2024-03-17T12:00:00Z,San Antonio Spurs vs Brooklyn Nets,draftkings,San Antonio Spurs,-125
2024-03-17T12:00:00Z,Los Angeles Clippers vs Atlanta Hawks,draftkings,Atlanta Hawks,360
2024-03-17T12:00:00Z,Los Angeles Clippers vs Atlanta Hawks,draftkings,Los Angeles Clippers,-470
2024-03-18T12:00:00Z,Indiana Pacers vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,235
2024-03-18T12:00:00Z,Indiana Pacers vs Cleveland Cavaliers,draftkings,Indiana Pacers,-290
2024-03-18T12:00:00Z,Boston Celtics vs Detroit Pistons,draftkings,Boston Celtics,-1450
2024-03-18T12:00:00Z,Boston Celtics vs Detroit Pistons,draftkings,Detroit Pistons,850
2024-03-18T12:00:00Z,Philadelphia 76ers vs Miami Heat,draftkings,Miami Heat,120
2024-03-18T12:00:00Z,Philadelphia 76ers vs Miami Heat,draftkings,Philadelphia 76ers,-142
2024-03-18T12:00:00Z,Chicago Bulls vs Portland Trail Blazers,draftkings,Chicago Bulls,-340
2024-03-18T12:00:00Z,Chicago Bulls vs Portland Trail Blazers,draftkings,Portland Trail Blazers,270
2024-03-18T12:00:00Z,Utah Jazz vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,-310
2024-03-18T12:00:00Z,Utah Jazz vs Minnesota Timberwolves,draftkings,Utah Jazz,250
2024-03-18T12:00:00Z,Golden State Warriors vs New York Knicks,draftkings,Golden State Warriors,-198
2024-03-18T12:00:00Z,Golden State Warriors vs New York Knicks,draftkings,New York Knicks,164
2024-03-18T12:00:00Z,Sacramento Kings vs Memphis Grizzlies,draftkings,Memphis Grizzlies,340
2024-03-18T12:00:00Z,Sacramento Kings vs Memphis Grizzlies,draftkings,Sacramento Kings,-440
2024-03-18T12:00:00Z,Los Angeles Lakers vs Atlanta Hawks,draftkings,Atlanta Hawks,285
2024-03-18T12:00:00Z,Los Angeles Lakers vs Atlanta Hawks,draftkings,Los Angeles Lakers,-360
2024-03-19T12:00:00Z,Orlando Magic vs Charlotte Hornets,draftkings,Charlotte Hornets,650
2024-03-19T12:00:00Z,Orlando Magic vs Charlotte Hornets,draftkings,Orlando Magic,-1000
2024-03-19T12:00:00Z,Washington Wizards vs Houston Rockets,draftkings,Houston Rockets,-395
2024-03-19T12:00:00Z,Washington Wizards vs Houston Rockets,draftkings,Washington Wizards,310
2024-03-19T12:00:00Z,Brooklyn Nets vs New Orleans Pelicans,draftkings,Brooklyn Nets,250
2024-03-19T12:00:00Z,Brooklyn Nets vs New Orleans Pelicans,draftkings,New Orleans Pelicans,-310
2024-03-19T12:00:00Z,San Antonio Spurs vs Dallas Mavericks,draftkings,Dallas Mavericks,-355
2024-03-19T12:00:00Z,San Antonio Spurs vs Dallas Mavericks,draftkings,San Antonio Spurs,280
2024-03-19T12:00:00Z,Minnesota Timberwolves vs Denver Nuggets,draftkings,Denver Nuggets,-298
2024-03-19T12:00:00Z,Minnesota Timberwolves vs Denver Nuggets,draftkings,Minnesota Timberwolves,240
2024-03-20T12:00:00Z,Cleveland Cavaliers vs Miami Heat,draftkings,Cleveland Cavaliers,-142
2024-03-20T12:00:00Z,Cleveland Cavaliers vs Miami Heat,draftkings,Miami Heat,120
2024-03-20T12:00:00Z,Detroit Pistons vs Indiana Pacers,draftkings,Detroit Pistons,330
2024-03-20T12:00:00Z,Detroit Pistons vs Indiana Pacers,draftkings,Indiana Pacers,-425
2024-03-20T12:00:00Z,Boston Celtics vs Milwaukee Bucks,draftkings,Boston Celtics,-360
2024-03-20T12:00:00Z,Boston Celtics vs Milwaukee Bucks,draftkings,Milwaukee Bucks,285
2024-03-20T12:00:00Z,Toronto Raptors vs Sacramento Kings,draftkings,Sacramento Kings,-575
2024-03-20T12:00:00Z,Toronto Raptors vs Sacramento Kings,draftkings,Toronto Raptors,425
2024-03-20T12:00:00Z,Oklahoma City Thunder vs Utah Jazz,draftkings,Oklahoma City Thunder,-1200
2024-03-20T12:00:00Z,Oklahoma City Thunder vs Utah Jazz,draftkings,Utah Jazz,750
2024-03-20T12:00:00Z,Golden State Warriors vs Memphis Grizzlies,draftkings,Golden State Warriors,-485
2024-03-20T12:00:00Z,Golden State Warriors vs Memphis Grizzlies,draftkings,Memphis Grizzlies,360
2024-03-20T12:00:00Z,Portland Trail Blazers vs Los Angeles Clippers,draftkings,Los Angeles Clippers,-750
2024-03-20T12:00:00Z,Portland Trail Blazers vs Los Angeles Clippers,draftkings,Portland Trail Blazers,525
2024-03-20T12:00:00Z,Phoenix Suns vs Philadelphia 76ers,draftkings,Philadelphia 76ers,295
2024-03-20T12:00:00Z,Phoenix Suns vs Philadelphia 76ers,draftkings,Phoenix Suns,-375
2024-03-21T12:00:00Z,Orlando Magic vs New Orleans Pelicans,draftkings,New Orleans Pelicans,-142
2024-03-21T12:00:00Z,Orlando Magic vs New Orleans Pelicans,draftkings,Orlando Magic,120
2024-03-21T12:00:00Z,Washington Wizards vs Sacramento Kings,draftkings,Sacramento Kings,-650
2024-03-21T12:00:00Z,Washington Wizards vs Sacramento Kings,draftkings,Washington Wizards,470
2024-03-21T12:00:00Z,Milwaukee Bucks vs Brooklyn Nets,draftkings,Brooklyn Nets,330
2024-03-21T12:00:00Z,Milwaukee Bucks vs Brooklyn Nets,draftkings,Milwaukee Bucks,-425
2024-03-21T12:00:00Z,Houston Rockets vs Chicago Bulls,draftkings,Chicago Bulls,136
2024-03-21T12:00:00Z,Houston Rockets vs Chicago Bulls,draftkings,Houston Rockets,-162
2024-03-21T12:00:00Z,Dallas Mavericks vs Utah Jazz,draftkings,Dallas Mavericks,-1000
2024-03-21T12:00:00Z,Dallas Mavericks vs Utah Jazz,draftkings,Utah Jazz,650
2024-03-21T12:00:00Z,Denver Nuggets vs New York Knicks,draftkings,Denver Nuggets,-410
2024-03-21T12:00:00Z,Denver Nuggets vs New York Knicks,draftkings,New York Knicks,320
2024-03-21T12:00:00Z,Phoenix Suns vs Atlanta Hawks,draftkings,Atlanta Hawks,350
2024-03-21T12:00:00Z,Phoenix Suns vs Atlanta Hawks,draftkings,Phoenix Suns,-455
2024-03-22T12:00:00Z,Detroit Pistons vs Boston Celtics,draftkings,Boston Celtics,-1050
2024-03-22T12:00:00Z,Detroit Pistons vs Boston Celtics,draftkings,Detroit Pistons,675
2024-03-22T12:00:00Z,Toronto Raptors vs Oklahoma City Thunder,draftkings,Oklahoma City Thunder,-1350
2024-03-22T12:00:00Z,Toronto Raptors vs Oklahoma City Thunder,draftkings,Toronto Raptors,800
2024-03-22T12:00:00Z,Minnesota Timberwolves vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,225
