Date,Matchup,Bookmaker,Team,Moneyline Odds
2023-12-08T12:00:00Z,San Antonio Spurs vs Chicago Bulls,draftkings,Chicago Bulls,-135
2023-12-08T12:00:00Z,San Antonio Spurs vs Chicago Bulls,draftkings,San Antonio Spurs,114
2023-12-08T12:00:00Z,Phoenix Suns vs Sacramento Kings,draftkings,Phoenix Suns,105
2023-12-08T12:00:00Z,Phoenix Suns vs Sacramento Kings,draftkings,Sacramento Kings,-125
2023-12-08T12:00:00Z,Denver Nuggets vs Houston Rockets,draftkings,Denver Nuggets,-360
2023-12-08T12:00:00Z,Denver Nuggets vs Houston Rockets,draftkings,Houston Rockets,285
2023-12-08T12:00:00Z,Portland Trail Blazers vs Dallas Mavericks,draftkings,Dallas Mavericks,-310
2023-12-08T12:00:00Z,Portland Trail Blazers vs Dallas Mavericks,draftkings,Portland Trail Blazers,250
2023-12-08T12:00:00Z,Utah Jazz vs Los Angeles Clippers,draftkings,Los Angeles Clippers,-258
2023-12-08T12:00:00Z,Utah Jazz vs Los Angeles Clippers,draftkings,Utah Jazz,210
2023-12-09T12:00:00Z,Los Angeles Lakers vs Indiana Pacers,draftkings,Indiana Pacers,160
2023-12-09T12:00:00Z,Los Angeles Lakers vs Indiana Pacers,draftkings,Los Angeles Lakers,-192
2023-12-11T12:00:00Z,Charlotte Hornets vs Miami Heat,draftkings,Charlotte Hornets,140
2023-12-11T12:00:00Z,Charlotte Hornets vs Miami Heat,draftkings,Miami Heat,-166
2023-12-11T12:00:00Z,Orlando Magic vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,114
2023-12-11T12:00:00Z,Orlando Magic vs Cleveland Cavaliers,draftkings,Orlando Magic,-135
2023-12-11T12:00:00Z,Detroit Pistons vs Indiana Pacers,draftkings,Detroit Pistons,220
2023-12-11T12:00:00Z,Detroit Pistons vs Indiana Pacers,draftkings,Indiana Pacers,-270
2023-12-11T12:00:00Z,Philadelphia 76ers vs Washington Wizards,draftkings,Philadelphia 76ers,-650
2023-12-11T12:00:00Z,Philadelphia 76ers vs Washington Wizards,draftkings,Washington Wizards,470
2023-12-11T12:00:00Z,Atlanta Hawks vs Denver Nuggets,draftkings,Atlanta Hawks,120
2023-12-11T12:00:00Z,Atlanta Hawks vs Denver Nuggets,draftkings,Denver Nuggets,-142
2023-12-11T12:00:00Z,New York Knicks vs Toronto Raptors,draftkings,New York Knicks,-175
2023-12-11T12:00:00Z,New York Knicks vs Toronto Raptors,draftkings,Toronto Raptors,145
2023-12-11T12:00:00Z,Milwaukee Bucks vs Chicago Bulls,draftkings,Chicago Bulls,410
2023-12-11T12:00:00Z,Milwaukee Bucks vs Chicago Bulls,draftkings,Milwaukee Bucks,-550
2023-12-11T12:00:00Z,Memphis Grizzlies vs Dallas Mavericks,draftkings,Dallas Mavericks,-135
2023-12-11T12:00:00Z,Memphis Grizzlies vs Dallas Mavericks,draftkings,Memphis Grizzlies,114
2023-12-11T12:00:00Z,Houston Rockets vs San Antonio Spurs,draftkings,Houston Rockets,-360
2023-12-11T12:00:00Z,Houston Rockets vs San Antonio Spurs,draftkings,San Antonio Spurs,285
2023-12-11T12:00:00Z,New Orleans Pelicans vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,124
2023-12-11T12:00:00Z,New Orleans Pelicans vs Minnesota Timberwolves,draftkings,New Orleans Pelicans,-148
2023-12-11T12:00:00Z,Oklahoma City Thunder vs Utah Jazz,draftkings,Oklahoma City Thunder,-800
2023-12-11T12:00:00Z,Oklahoma City Thunder vs Utah Jazz,draftkings,Utah Jazz,550
2023-12-11T12:00:00Z,Sacramento Kings vs Brooklyn Nets,draftkings,Brooklyn Nets,160
2023-12-11T12:00:00Z,Sacramento Kings vs Brooklyn Nets,draftkings,Sacramento Kings,-192
2023-12-11T12:00:00Z,Los Angeles Clippers vs Portland Trail Blazers,draftkings,Los Angeles Clippers,-900
2023-12-11T12:00:00Z,Los Angeles Clippers vs Portland Trail Blazers,draftkings,Portland Trail Blazers,600
2023-12-12T12:00:00Z,Boston Celtics vs Cleveland Cavaliers,draftkings,Boston Celtics,-535
2023-12-12T12:00:00Z,Boston Celtics vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,400
2023-12-12T12:00:00Z,Dallas Mavericks vs Los Angeles Lakers,draftkings,Dallas Mavericks,105
2023-12-12T12:00:00Z,Dallas Mavericks vs Los Angeles Lakers,draftkings,Los Angeles Lakers,-125
2023-12-12T12:00:00Z,Chicago Bulls vs Denver Nuggets,draftkings,Chicago Bulls,260
2023-12-12T12:00:00Z,Chicago Bulls vs Denver Nuggets,draftkings,Denver Nuggets,-325
2023-12-12T12:00:00Z,Phoenix Suns vs Golden State Warriors,draftkings,Golden State Warriors,130
2023-12-12T12:00:00Z,Phoenix Suns vs Golden State Warriors,draftkings,Phoenix Suns,-155
2023-12-12T12:00:00Z,Los Angeles Clippers vs Sacramento Kings,draftkings,Los Angeles Clippers,-175
2023-12-12T12:00:00Z,Los Angeles Clippers vs Sacramento Kings,draftkings,Sacramento Kings,145
2023-12-13T12:00:00Z,Detroit Pistons vs Philadelphia 76ers,draftkings,Detroit Pistons,500
2023-12-13T12:00:00Z,Detroit Pistons vs Philadelphia 76ers,draftkings,Philadelphia 76ers,-700
2023-12-13T12:00:00Z,Washington Wizards vs New Orleans Pelicans,draftkings,New Orleans Pelicans,-298
2023-12-13T12:00:00Z,Washington Wizards vs New Orleans Pelicans,draftkings,Washington Wizards,240
2023-12-13T12:00:00Z,Toronto Raptors vs Atlanta Hawks,draftkings,Atlanta Hawks,110
2023-12-13T12:00:00Z,Toronto Raptors vs Atlanta Hawks,draftkings,Toronto Raptors,-130
2023-12-13T12:00:00Z,Miami Heat vs Charlotte Hornets,draftkings,Charlotte Hornets,270
2023-12-13T12:00:00Z,Miami Heat vs Charlotte Hornets,draftkings,Miami Heat,-340
2023-12-13T12:00:00Z,San Antonio Spurs vs Los Angeles Lakers,draftkings,Los Angeles Lakers,-135
2023-12-13T12:00:00Z,San Antonio Spurs vs Los Angeles Lakers,draftkings,San Antonio Spurs,114
2023-12-13T12:00:00Z,Houston Rockets vs Memphis Grizzlies,draftkings,Houston Rockets,-285
2023-12-13T12:00:00Z,Houston Rockets vs Memphis Grizzlies,draftkings,Memphis Grizzlies,230
2023-12-13T12:00:00Z,Milwaukee Bucks vs Indiana Pacers,draftkings,Indiana Pacers,210
2023-12-13T12:00:00Z,Milwaukee Bucks vs Indiana Pacers,draftkings,Milwaukee Bucks,-258
2023-12-13T12:00:00Z,Phoenix Suns vs Brooklyn Nets,draftkings,Brooklyn Nets,136
2023-12-13T12:00:00Z,Phoenix Suns vs Brooklyn Nets,draftkings,Phoenix Suns,-162
2023-12-13T12:00:00Z,Utah Jazz vs New York Knicks,draftkings,New York Knicks,-238
2023-12-13T12:00:00Z,Utah Jazz vs New York Knicks,draftkings,Utah Jazz,195
2023-12-14T12:00:00Z,Boston Celtics vs Cleveland Cavaliers,draftkings,Boston Celtics,-395
2023-12-14T12:00:00Z,Boston Celtics vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,310
2023-12-14T12:00:00Z,Miami Heat vs Chicago Bulls,draftkings,Chicago Bulls,170
2023-12-14T12:00:00Z,Miami Heat vs Chicago Bulls,draftkings,Miami Heat,-205
2023-12-14T12:00:00Z,Dallas Mavericks vs Minnesota Timberwolves,draftkings,Dallas Mavericks,-130
2023-12-14T12:00:00Z,Dallas Mavericks vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,110
2023-12-14T12:00:00Z,Denver Nuggets vs Brooklyn Nets,draftkings,Brooklyn Nets,370
2023-12-14T12:00:00Z,Denver Nuggets vs Brooklyn Nets,draftkings,Denver Nuggets,-485
2023-12-14T12:00:00Z,Sacramento Kings vs Oklahoma City Thunder,draftkings,Oklahoma City Thunder,105
2023-12-14T12:00:00Z,Sacramento Kings vs Oklahoma City Thunder,draftkings,Sacramento Kings,-125
2023-12-14T12:00:00Z,Portland Trail Blazers vs Utah Jazz,draftkings,Portland Trail Blazers,-135
2023-12-14T12:00:00Z,Portland Trail Blazers vs Utah Jazz,draftkings,Utah Jazz,114
2023-12-14T12:00:00Z,Los Angeles Clippers vs Golden State Warriors,draftkings,Golden State Warriors,205
2023-12-14T12:00:00Z,Los Angeles Clippers vs Golden State Warriors,draftkings,Los Angeles Clippers,-250
2023-12-15T12:00:00Z,Charlotte Hornets vs New Orleans Pelicans,draftkings,Charlotte Hornets,195
2023-12-15T12:00:00Z,Charlotte Hornets vs New Orleans Pelicans,draftkings,New Orleans Pelicans,-238
2023-12-15T12:00:00Z,Philadelphia 76ers vs Detroit Pistons,draftkings,Detroit Pistons,800
2023-12-15T12:00:00Z,Philadelphia 76ers vs Detroit Pistons,draftkings,Philadelphia 76ers,-1350
2023-12-15T12:00:00Z,Washington Wizards vs Indiana Pacers,draftkings,Indiana Pacers,-345
2023-12-15T12:00:00Z,Washington Wizards vs Indiana Pacers,draftkings,Washington Wizards,275
2023-12-15T12:00:00Z,Toronto Raptors vs Atlanta Hawks,draftkings,Atlanta Hawks,114
2023-12-15T12:00:00Z,Toronto Raptors vs Atlanta Hawks,draftkings,Toronto Raptors,-135
2023-12-15T12:00:00Z,Boston Celtics vs Orlando Magic,draftkings,Boston Celtics,-230
2023-12-15T12:00:00Z,Boston Celtics vs Orlando Magic,draftkings,Orlando Magic,190
2023-12-15T12:00:00Z,San Antonio Spurs vs Los Angeles Lakers,draftkings,Los Angeles Lakers,-305
2023-12-15T12:00:00Z,San Antonio Spurs vs Los Angeles Lakers,draftkings,San Antonio Spurs,245
2023-12-15T12:00:00Z,Memphis Grizzlies vs Houston Rockets,draftkings,Houston Rockets,-166
2023-12-15T12:00:00Z,Memphis Grizzlies vs Houston Rockets,draftkings,Memphis Grizzlies,140
2023-12-15T12:00:00Z,Phoenix Suns vs New York Knicks,draftkings,New York Knicks,170
2023-12-15T12:00:00Z,Phoenix Suns vs New York Knicks,draftkings,Phoenix Suns,-205
2023-12-16T12:00:00Z,Milwaukee Bucks vs Detroit Pistons,draftkings,Detroit Pistons,850
2023-12-16T12:00:00Z,Milwaukee Bucks vs Detroit Pistons,draftkings,Milwaukee Bucks,-1450
2023-12-16T12:00:00Z,Charlotte Hornets vs Philadelphia 76ers,draftkings,Charlotte Hornets,320
2023-12-16T12:00:00Z,Charlotte Hornets vs Philadelphia 76ers,draftkings,Philadelphia 76ers,-410
2023-12-16T12:00:00Z,Cleveland Cavaliers vs Atlanta Hawks,draftkings,Atlanta Hawks,114
2023-12-16T12:00:00Z,Cleveland Cavaliers vs Atlanta Hawks,draftkings,Cleveland Cavaliers,-135
2023-12-16T12:00:00Z,Miami Heat vs Chicago Bulls,draftkings,Chicago Bulls,170
2023-12-16T12:00:00Z,Miami Heat vs Chicago Bulls,draftkings,Miami Heat,-205
2023-12-16T12:00:00Z,Minnesota Timberwolves vs Indiana Pacers,draftkings,Indiana Pacers,285
2023-12-16T12:00:00Z,Minnesota Timberwolves vs Indiana Pacers,draftkings,Minnesota Timberwolves,-360
2023-12-16T12:00:00Z,Golden State Warriors vs Brooklyn Nets,draftkings,Brooklyn Nets,136
2023-12-16T12:00:00Z,Golden State Warriors vs Brooklyn Nets,draftkings,Golden State Warriors,-162
2023-12-16T12:00:00Z,Portland Trail Blazers vs Dallas Mavericks,draftkings,Dallas Mavericks,-198
2023-12-16T12:00:00Z,Portland Trail Blazers vs Dallas Mavericks,draftkings,Portland Trail Blazers,164
2023-12-16T12:00:00Z,Denver Nuggets vs Oklahoma City Thunder,draftkings,Denver Nuggets,-205
2023-12-16T12:00:00Z,Denver Nuggets vs Oklahoma City Thunder,draftkings,Oklahoma City Thunder,170
2023-12-16T12:00:00Z,Sacramento Kings vs Utah Jazz,draftkings,Sacramento Kings,-440
2023-12-16T12:00:00Z,Sacramento Kings vs Utah Jazz,draftkings,Utah Jazz,340
2023-12-16T12:00:00Z,Los Angeles Clippers vs New York Knicks,draftkings,Los Angeles Clippers,-205
2023-12-16T12:00:00Z,Los Angeles Clippers vs New York Knicks,draftkings,New York Knicks,170
2023-12-17T12:00:00Z,Boston Celtics vs Orlando Magic,draftkings,Boston Celtics,-355
2023-12-17T12:00:00Z,Boston Celtics vs Orlando Magic,draftkings,Orlando Magic,280
2023-12-17T12:00:00Z,San Antonio Spurs vs New Orleans Pelicans,draftkings,New Orleans Pelicans,-310
2023-12-17T12:00:00Z,San Antonio Spurs vs New Orleans Pelicans,draftkings,San Antonio Spurs,250
2023-12-17T12:00:00Z,Milwaukee Bucks vs Houston Rockets,draftkings,Houston Rockets,190
2023-12-17T12:00:00Z,Milwaukee Bucks vs Houston Rockets,draftkings,Milwaukee Bucks,-230
2023-12-17T12:00:00Z,Phoenix Suns vs Washington Wizards,draftkings,Phoenix Suns,-800
2023-12-17T12:00:00Z,Phoenix Suns vs Washington Wizards,draftkings,Washington Wizards,550
2023-12-17T12:00:00Z,Portland Trail Blazers vs Golden State Warriors,draftkings,Golden State Warriors,-185
2023-12-17T12:00:00Z,Portland Trail Blazers vs Golden State Warriors,draftkings,Portland Trail Blazers,154
2023-12-18T12:00:00Z,Philadelphia 76ers vs Chicago Bulls,draftkings,Chicago Bulls,410
2023-12-18T12:00:00Z,Philadelphia 76ers vs Chicago Bulls,draftkings,Philadelphia 76ers,-550
2023-12-18T12:00:00Z,Cleveland Cavaliers vs Houston Rockets,draftkings,Cleveland Cavaliers,-198
2023-12-18T12:00:00Z,Cleveland Cavaliers vs Houston Rockets,draftkings,Houston Rockets,164
2023-12-18T12:00:00Z,Indiana Pacers vs Los Angeles Clippers,draftkings,Indiana Pacers,120
2023-12-18T12:00:00Z,Indiana Pacers vs Los Angeles Clippers,draftkings,Los Angeles Clippers,-142
2023-12-18T12:00:00Z,Miami Heat vs Minnesota Timberwolves,draftkings,Miami Heat,-105
2023-12-18T12:00:00Z,Miami Heat vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,-115
2023-12-18T12:00:00Z,Atlanta Hawks vs Detroit Pistons,draftkings,Atlanta Hawks,-550
2023-12-18T12:00:00Z,Atlanta Hawks vs Detroit Pistons,draftkings,Detroit Pistons,410
2023-12-18T12:00:00Z,Toronto Raptors vs Charlotte Hornets,draftkings,Charlotte Hornets,440
2023-12-18T12:00:00Z,Toronto Raptors vs Charlotte Hornets,draftkings,Toronto Raptors,-600
2023-12-18T12:00:00Z,Oklahoma City Thunder vs Memphis Grizzlies,draftkings,Memphis Grizzlies,410
2023-12-18T12:00:00Z,Oklahoma City Thunder vs Memphis Grizzlies,draftkings,Oklahoma City Thunder,-550
2023-12-18T12:00:00Z,Utah Jazz vs Brooklyn Nets,draftkings,Brooklyn Nets,-155
2023-12-18T12:00:00Z,Utah Jazz vs Brooklyn Nets,draftkings,Utah Jazz,130
2023-12-18T12:00:00Z,Denver Nuggets vs Dallas Mavericks,draftkings,Dallas Mavericks,235
2023-12-18T12:00:00Z,Denver Nuggets vs Dallas Mavericks,draftkings,Denver Nuggets,-290
2023-12-18T12:00:00Z,Los Angeles Lakers vs New York Knicks,draftkings,Los Angeles Lakers,-192
2023-12-18T12:00:00Z,Los Angeles Lakers vs New York Knicks,draftkings,New York Knicks,160
2023-12-18T12:00:00Z,Sacramento Kings vs Washington Wizards,draftkings,Sacramento Kings,-675
2023-12-18T12:00:00Z,Sacramento Kings vs Washington Wizards,draftkings,Washington Wizards,490
2023-12-19T12:00:00Z,New Orleans Pelicans vs Memphis Grizzlies,draftkings,Memphis Grizzlies,235
2023-12-19T12:00:00Z,New Orleans Pelicans vs Memphis Grizzlies,draftkings,New Orleans Pelicans,-290
2023-12-19T12:00:00Z,Milwaukee Bucks vs San Antonio Spurs,draftkings,Milwaukee Bucks,-1450
2023-12-19T12:00:00Z,Milwaukee Bucks vs San Antonio Spurs,draftkings,San Antonio Spurs,850
2023-12-19T12:00:00Z,Golden State Warriors vs Boston Celtics,draftkings,Boston Celtics,-225
2023-12-19T12:00:00Z,Golden State Warriors vs Boston Celtics,draftkings,Golden State Warriors,185
2023-12-19T12:00:00Z,Portland Trail Blazers vs Phoenix Suns,draftkings,Phoenix Suns,-290
2023-12-19T12:00:00Z,Portland Trail Blazers vs Phoenix Suns,draftkings,Portland Trail Blazers,235
2023-12-20T12:00:00Z,Indiana Pacers vs Charlotte Hornets,draftkings,Charlotte Hornets,370
2023-12-20T12:00:00Z,Indiana Pacers vs Charlotte Hornets,draftkings,Indiana Pacers,-485
2023-12-20T12:00:00Z,Cleveland Cavaliers vs Utah Jazz,draftkings,Cleveland Cavaliers,-265
2023-12-20T12:00:00Z,Cleveland Cavaliers vs Utah Jazz,draftkings,Utah Jazz,215
2023-12-20T12:00:00Z,Orlando Magic vs Miami Heat,draftkings,Miami Heat,164
2023-12-20T12:00:00Z,Orlando Magic vs Miami Heat,draftkings,Orlando Magic,-198
2023-12-20T12:00:00Z,Philadelphia 76ers vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,130
2023-12-20T12:00:00Z,Philadelphia 76ers vs Minnesota Timberwolves,draftkings,Philadelphia 76ers,-155
2023-12-20T12:00:00Z,Brooklyn Nets vs New York Knicks,draftkings,Brooklyn Nets,100
2023-12-20T12:00:00Z,Brooklyn Nets vs New York Knicks,draftkings,New York Knicks,-120
2023-12-20T12:00:00Z,Toronto Raptors vs Denver Nuggets,draftkings,Denver Nuggets,-192
2023-12-20T12:00:00Z,Toronto Raptors vs Denver Nuggets,draftkings,Toronto Raptors,160
2023-12-20T12:00:00Z,Houston Rockets vs Atlanta Hawks,draftkings,Atlanta Hawks,150
2023-12-20T12:00:00Z,Houston Rockets vs Atlanta Hawks,draftkings,Houston Rockets,-180
2023-12-20T12:00:00Z,Chicago Bulls vs Los Angeles Lakers,draftkings,Chicago Bulls,154
2023-12-20T12:00:00Z,Chicago Bulls vs Los Angeles Lakers,draftkings,Los Angeles Lakers,-185
2023-12-20T12:00:00Z,Dallas Mavericks vs Los Angeles Clippers,draftkings,Dallas Mavericks,130
2023-12-20T12:00:00Z,Dallas Mavericks vs Los Angeles Clippers,draftkings,Los Angeles Clippers,-155
2023-12-20T12:00:00Z,Sacramento Kings vs Boston Celtics,draftkings,Boston Celtics,114
2023-12-20T12:00:00Z,Sacramento Kings vs Boston Celtics,draftkings,Sacramento Kings,-135
2023-12-21T12:00:00Z,Detroit Pistons vs Utah Jazz,draftkings,Detroit Pistons,100
2023-12-21T12:00:00Z,Detroit Pistons vs Utah Jazz,draftkings,Utah Jazz,-120
2023-12-21T12:00:00Z,Cleveland Cavaliers vs New Orleans Pelicans,draftkings,Cleveland Cavaliers,-115
2023-12-21T12:00:00Z,Cleveland Cavaliers vs New Orleans Pelicans,draftkings,New Orleans Pelicans,-105
2023-12-21T12:00:00Z,Chicago Bulls vs San Antonio Spurs,draftkings,Chicago Bulls,-185
2023-12-21T12:00:00Z,Chicago Bulls vs San Antonio Spurs,draftkings,San Antonio Spurs,154
2023-12-21T12:00:00Z,Memphis Grizzlies vs Indiana Pacers,draftkings,Indiana Pacers,154
2023-12-21T12:00:00Z,Memphis Grizzlies vs Indiana Pacers,draftkings,Memphis Grizzlies,-185
2023-12-21T12:00:00Z,Oklahoma City Thunder vs Los Angeles Clippers,draftkings,Los Angeles Clippers,164
2023-12-21T12:00:00Z,Oklahoma City Thunder vs Los Angeles Clippers,draftkings,Oklahoma City Thunder,-198
2023-12-21T12:00:00Z,Milwaukee Bucks vs Orlando Magic,draftkings,Milwaukee Bucks,-360
2023-12-21T12:00:00Z,Milwaukee Bucks vs Orlando Magic,draftkings,Orlando Magic,285
2023-12-21T12:00:00Z,Minnesota Timberwolves vs Los Angeles Lakers,draftkings,Los Angeles Lakers,170
2023-12-21T12:00:00Z,Minnesota Timberwolves vs Los Angeles Lakers,draftkings,Minnesota Timberwolves,-205
2023-12-21T12:00:00Z,Portland Trail Blazers vs Washington Wizards,draftkings,Portland Trail Blazers,-162
2023-12-21T12:00:00Z,Portland Trail Blazers vs Washington Wizards,draftkings,Washington Wizards,136
2023-12-22T12:00:00Z,Philadelphia 76ers vs Toronto Raptors,draftkings,Philadelphia 76ers,-375
2023-12-22T12:00:00Z,Philadelphia 76ers vs Toronto Raptors,draftkings,Toronto Raptors,295
2023-12-22T12:00:00Z,Brooklyn Nets vs Denver Nuggets,draftkings,Brooklyn Nets,164
2023-12-22T12:00:00Z,Brooklyn Nets vs Denver Nuggets,draftkings,Denver Nuggets,-198
2023-12-22T12:00:00Z,Miami Heat vs Atlanta Hawks,draftkings,Atlanta Hawks,100
2023-12-22T12:00:00Z,Miami Heat vs Atlanta Hawks,draftkings,Miami Heat,-120
2023-12-22T12:00:00Z,Houston Rockets vs Dallas Mavericks,draftkings,Dallas Mavericks,280
2023-12-22T12:00:00Z,Houston Rockets vs Dallas Mavericks,draftkings,Houston Rockets,-355
2023-12-22T12:00:00Z,Golden State Warriors vs Washington Wizards,draftkings,Golden State Warriors,-625
2023-12-22T12:00:00Z,Golden State Warriors vs Washington Wizards,draftkings,Washington Wizards,455
2023-12-22T12:00:00Z,Sacramento Kings vs Phoenix Suns,draftkings,Phoenix Suns,136
2023-12-22T12:00:00Z,Sacramento Kings vs Phoenix Suns,draftkings,Sacramento Kings,-162
2023-12-23T12:00:00Z,New York Knicks vs Milwaukee Bucks,draftkings,Milwaukee Bucks,-135
2023-12-23T12:00:00Z,New York Knicks vs Milwaukee Bucks,draftkings,New York Knicks,114
2023-12-23T12:00:00Z,Los Angeles Clippers vs Boston Celtics,draftkings,Boston Celtics,-120
2023-12-23T12:00:00Z,Los Angeles Clippers vs Boston Celtics,draftkings,Los Angeles Clippers,100
2023-12-23T12:00:00Z,Charlotte Hornets vs Denver Nuggets,draftkings,Charlotte Hornets,270
2023-12-23T12:00:00Z,Charlotte Hornets vs Denver Nuggets,draftkings,Denver Nuggets,-340
2023-12-23T12:00:00Z,New Orleans Pelicans vs Houston Rockets,draftkings,Houston Rockets,195
2023-12-23T12:00:00Z,New Orleans Pelicans vs Houston Rockets,draftkings,New Orleans Pelicans,-238
2023-12-23T12:00:00Z,Indiana Pacers vs Orlando Magic,draftkings,Indiana Pacers,-125
2023-12-23T12:00:00Z,Indiana Pacers vs Orlando Magic,draftkings,Orlando Magic,105
2023-12-23T12:00:00Z,Atlanta Hawks vs Memphis Grizzlies,draftkings,Atlanta Hawks,100
2023-12-23T12:00:00Z,Atlanta Hawks vs Memphis Grizzlies,draftkings,Memphis Grizzlies,-120
2023-12-23T12:00:00Z,Brooklyn Nets vs Detroit Pistons,draftkings,Brooklyn Nets,-455
2023-12-23T12:00:00Z,Brooklyn Nets vs Detroit Pistons,draftkings,Detroit Pistons,350
2023-12-23T12:00:00Z,Toronto Raptors vs Utah Jazz,draftkings,Toronto Raptors,-218
2023-12-23T12:00:00Z,Toronto Raptors vs Utah Jazz,draftkings,Utah Jazz,180
2023-12-23T12:00:00Z,Chicago Bulls vs Cleveland Cavaliers,draftkings,Chicago Bulls,-192
2023-12-23T12:00:00Z,Chicago Bulls vs Cleveland Cavaliers,draftkings,Cleveland Cavaliers,160
2023-12-23T12:00:00Z,Oklahoma City Thunder vs Los Angeles Lakers,draftkings,Los Angeles Lakers,145
2023-12-23T12:00:00Z,Oklahoma City Thunder vs Los Angeles Lakers,draftkings,Oklahoma City Thunder,-175
2023-12-23T12:00:00Z,Dallas Mavericks vs San Antonio Spurs,draftkings,Dallas Mavericks,-278
2023-12-23T12:00:00Z,Dallas Mavericks vs San Antonio Spurs,draftkings,San Antonio Spurs,225
2023-12-23T12:00:00Z,Golden State Warriors vs Portland Trail Blazers,draftkings,Golden State Warriors,-410
2023-12-23T12:00:00Z,Golden State Warriors vs Portland Trail Blazers,draftkings,Portland Trail Blazers,320
2023-12-23T12:00:00Z,Sacramento Kings vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,120
2023-12-23T12:00:00Z,Sacramento Kings vs Minnesota Timberwolves,draftkings,Sacramento Kings,-142
2023-12-25T12:00:00Z,New York Knicks vs Milwaukee Bucks,draftkings,Milwaukee Bucks,-170
2023-12-25T12:00:00Z,New York Knicks vs Milwaukee Bucks,draftkings,New York Knicks,142
2023-12-25T12:00:00Z,Denver Nuggets vs Golden State Warriors,draftkings,Denver Nuggets,-270
2023-12-25T12:00:00Z,Denver Nuggets vs Golden State Warriors,draftkings,Golden State Warriors,220
2023-12-25T12:00:00Z,Los Angeles Lakers vs Boston Celtics,draftkings,Boston Celtics,-148
2023-12-25T12:00:00Z,Los Angeles Lakers vs Boston Celtics,draftkings,Los Angeles Lakers,124
2023-12-25T12:00:00Z,Miami Heat vs Philadelphia 76ers,draftkings,Miami Heat,-148
2023-12-25T12:00:00Z,Miami Heat vs Philadelphia 76ers,draftkings,Philadelphia 76ers,124
2023-12-25T12:00:00Z,Phoenix Suns vs Dallas Mavericks,draftkings,Dallas Mavericks,145
2023-12-25T12:00:00Z,Phoenix Suns vs Dallas Mavericks,draftkings,Phoenix Suns,-175
2023-12-26T12:00:00Z,Detroit Pistons vs Brooklyn Nets,draftkings,Brooklyn Nets,-258
2023-12-26T12:00:00Z,Detroit Pistons vs Brooklyn Nets,draftkings,Detroit Pistons,210
2023-12-26T12:00:00Z,Washington Wizards vs Orlando Magic,draftkings,Orlando Magic,-290
2023-12-26T12:00:00Z,Washington Wizards vs Orlando Magic,draftkings,Washington Wizards,235
2023-12-26T12:00:00Z,Chicago Bulls vs Atlanta Hawks,draftkings,Atlanta Hawks,102
2023-12-26T12:00:00Z,Chicago Bulls vs Atlanta Hawks,draftkings,Chicago Bulls,-122
2023-12-26T12:00:00Z,Houston Rockets vs Indiana Pacers,draftkings,Houston Rockets,-155
2023-12-26T12:00:00Z,Houston Rockets vs Indiana Pacers,draftkings,Indiana Pacers,130
2023-12-26T12:00:00Z,New Orleans Pelicans vs Memphis Grizzlies,draftkings,Memphis Grizzlies,160
2023-12-26T12:00:00Z,New Orleans Pelicans vs Memphis Grizzlies,draftkings,New Orleans Pelicans,-192
2023-12-26T12:00:00Z,Oklahoma City Thunder vs Minnesota Timberwolves,draftkings,Minnesota Timberwolves,136
2023-12-26T12:00:00Z,Oklahoma City Thunder vs Minnesota Timberwolves,draftkings,Oklahoma City Thunder,-162
2023-12-26T12:00:00Z,San Antonio Spurs vs Utah Jazz,draftkings,San Antonio Spurs,120
2023-12-26T12:00:00Z,San Antonio Spurs vs Utah Jazz,draftkings,Utah Jazz,-142
2023-12-26T12:00:00Z,Portland Trail Blazers vs Sacramento Kings,draftkings,Portland Trail Blazers,250
2023-12-26T12:00:00Z,Portland Trail Blazers vs Sacramento Kings,draftkings,Sacramento Kings,-310
2023-12-26T12:00:00Z,Los Angeles Clippers vs Charlotte Hornets,draftkings,Charlotte Hornets,455
2023-12-26T12:00:00Z,Los Angeles Clippers vs Charlotte Hornets,draftkings,Los Angeles Clippers,-625
2023-12-27T12:00:00Z,Orlando Magic vs Philadelphia 76ers,draftkings,Orlando Magic,-135
2023-12-27T12:00:00Z,Orlando Magic vs Philadelphia 76ers,draftkings,Philadelphia 76ers,114
2023-12-27T12:00:00Z,Washington Wizards vs Toronto Raptors,draftkings,Toronto Raptors,-250
2023-12-27T12:00:00Z,Washington Wizards vs Toronto Raptors,draftkings,Washington Wizards,205
2023-12-27T12:00:00Z,Brooklyn Nets vs Milwaukee Bucks,draftkings,Brooklyn Nets,145
2023-12-27T12:00:00Z,Brooklyn Nets vs Milwaukee Bucks,draftkings,Milwaukee Bucks,-175
2023-12-27T12:00:00Z,Houston Rockets vs Phoenix Suns,draftkings,Houston Rockets,110
2023-12-27T12:00:00Z,Houston Rockets vs Phoenix Suns,draftkings,Phoenix Suns,-130
2023-12-27T12:00:00Z,Oklahoma City Thunder vs New York Knicks,draftkings,New York Knicks,120
